id,zip_code,city,state_id,latitude,longitude
26999,63655,Marquand,3948,37.4274,-90.1741
27000,63656,Middle Brook,3948,37.5055,-90.845
27001,63660,Mineral Point,3948,37.9156,-90.7193
27002,63662,Patton,3948,37.4733,-90.05
27003,63663,Pilot Knob,3948,37.625,-90.646
27004,63664,Potosi,3948,37.9549,-90.8415
27005,63665,Redford,3948,37.32,-90.8985
27006,63666,Reynolds,3948,37.4009,-91.0735
27007,63670,Sainte Genevieve,3948,37.8655,-90.1752
27008,63673,Saint Mary,3948,37.8325,-89.977
27009,63674,Tiff,3948,38.0192,-90.6529
27010,63675,Vulcan,3948,37.306,-90.7106
27011,63701,Cape Girardeau,3948,37.3169,-89.5459
27012,63702,Cape Girardeau,3948,37.3506,-89.5094
27013,63703,Cape Girardeau,3948,37.2844,-89.5715
27014,63730,Advance,3948,37.0922,-89.9106
27015,63732,Altenburg,3948,37.6279,-89.5745
27016,63735,Bell City,3948,37.0116,-89.7984
27017,63736,Benton,3948,37.0697,-89.5664
27018,63737,Brazeau,3948,37.6633,-89.6529
27019,63738,Brownwood,3948,37.0828,-89.9523
27020,63739,Burfordville,3948,37.3632,-89.8206
27021,63740,Chaffee,3948,37.1726,-89.6457
27022,63742,Commerce,3948,37.157,-89.4484
27023,63743,Daisy,3948,37.5151,-89.8213
27024,63744,Delta,3948,37.1967,-89.7362
27025,63745,Dutchtown,3948,37.2424,-89.6977
27026,63746,Farrar,3948,37.7078,-89.6948
27027,63747,Friedheim,3948,37.5669,-89.8376
27028,63748,Frohna,3948,37.6686,-89.6619
27029,63750,Gipsy,3948,37.147,-90.1795
27030,63751,Glenallen,3948,37.3231,-90.0515
27031,63752,Gordonville,3948,37.3092,-89.6989
27032,63755,Jackson,3948,37.3879,-89.6519
27033,63758,Kelso,3948,37.1858,-89.5575
27034,63760,Leopold,3948,37.2609,-89.9227
27035,63763,Mc Gee,3948,37.1196,-90.445
27036,63764,Marble Hill,3948,37.3061,-89.9823
27037,63766,Millersville,3948,37.4401,-89.795
27038,63767,Morley,3948,37.0411,-89.6076
27039,63769,Oak Ridge,3948,37.5258,-89.7508
27040,63770,Old Appleton,3948,37.5975,-89.703
27041,63771,Oran,3948,37.087,-89.6734
27042,63774,Perkins,3948,37.0564,-89.5499
27043,63775,Perryville,3948,37.7174,-89.8737
27044,63776,Mc Bride,3948,37.7348,-89.8116
27045,63779,Pocahontas,3948,37.5007,-89.6396
27046,63780,Scott City,3948,37.2077,-89.5181
27047,63781,Sedgewickville,3948,37.537,-89.9272
27048,63782,Sturdivant,3948,37.071,-90.0092
27049,63783,Uniontown,3948,37.6073,-89.6798
27050,63784,Vanduser,3948,36.9912,-89.6885
27051,63785,Whitewater,3948,37.2781,-89.8061
27052,63787,Zalma,3948,37.1365,-90.0757
27053,63801,Sikeston,3948,36.8911,-89.582
27054,63820,Anniston,3948,36.8259,-89.3279
27055,63821,Arbyrd,3948,36.0501,-90.2284
27056,63822,Bernie,3948,36.6727,-89.9878
27057,63823,Bertrand,3948,36.8927,-89.4483
27058,63824,Blodgett,3948,37.0042,-89.5266
27059,63825,Bloomfield,3948,36.8989,-89.9456
27060,63826,Braggadocio,3948,36.1753,-89.8295
27061,63827,Bragg City,3948,36.2732,-89.8736
27062,63828,Canalou,3948,36.7504,-89.6918
27063,63829,Cardwell,3948,36.0434,-90.2907
27064,63830,Caruthersville,3948,36.1802,-89.6683
27065,63833,Catron,3948,36.6876,-89.7706
27066,63834,Charleston,3948,36.9213,-89.3342
27067,63837,Clarkton,3948,36.4478,-89.9729
27068,63839,Cooter,3948,36.0476,-89.8091
27069,63840,Deering,3948,36.1909,-89.8829
27070,63841,Dexter,3948,36.7885,-89.9639
27071,63845,East Prairie,3948,36.7776,-89.3726
27072,63846,Essex,3948,36.8109,-89.8366
27073,63847,Gibson,3948,36.4412,-90.0309
27074,63848,Gideon,3948,36.4538,-89.9135
27075,63849,Gobler,3948,36.159,-89.9349
27076,63850,Grayridge,3948,36.8283,-89.7565
27077,63851,Hayti,3948,36.2337,-89.7495
27078,63852,Holcomb,3948,36.3885,-90.0208
27079,63853,Holland,3948,36.0559,-89.8709
27080,63855,Hornersville,3948,36.0627,-90.0816
27081,63857,Kennett,3948,36.2407,-90.0491
27082,63860,Kewanee,3948,36.6726,-89.5639
27083,63862,Lilbourn,3948,36.5853,-89.6112
27084,63863,Malden,3948,36.5672,-89.9737
27085,63866,Marston,3948,36.519,-89.6126
27086,63867,Matthews,3948,36.7154,-89.6287
27087,63868,Morehouse,3948,36.8504,-89.6847
27088,63869,New Madrid,3948,36.6073,-89.5366
27089,63870,Parma,3948,36.5856,-89.819
27090,63873,Portageville,3948,36.4279,-89.7002
27091,63874,Risco,3948,36.5534,-89.8179
27092,63875,Rives,3948,36.0937,-90.0134
27093,63876,Senath,3948,36.1324,-90.1632
27094,63877,Steele,3948,36.0915,-89.8346
27095,63878,Tallapoosa,3948,36.503,-89.8224
27096,63879,Wardell,3948,36.3478,-89.8181
27097,63880,Whiteoak,3948,36.3133,-90.1658
27098,63881,Wolf Island,3948,36.7392,-89.2103
27099,63882,Wyatt,3948,36.9092,-89.2226
27100,63901,Poplar Bluff,3948,36.7662,-90.4166
27101,63902,Poplar Bluff,3948,36.7125,-90.407
27102,63931,Briar,3948,36.661,-90.8508
27103,63932,Broseley,3948,36.6899,-90.2508
27104,63933,Campbell,3948,36.5197,-90.0829
27105,63934,Clubb,3948,37.1196,-90.445
27106,63935,Doniphan,3948,36.6501,-90.8106
27107,63936,Dudley,3948,36.811,-90.121
27108,63937,Ellsinore,3948,36.9453,-90.7485
27109,63938,Fagus,3948,36.5114,-90.267
27110,63939,Fairdealing,3948,36.6704,-90.6335
27111,63940,Fisk,3948,36.7836,-90.2168
27112,63941,Fremont,3948,36.9172,-91.144
