id,onet_id,related_onet_id,index,active_status
1335,919,625,2,1
1336,919,320,3,1
1337,919,800,4,1
1338,919,321,5,1
1339,919,920,6,1
1340,919,650,7,1
1341,919,727,8,1
1342,919,609,9,1
1343,919,534,10,1
1344,55,159,1,1
1345,55,180,2,1
1346,55,142,3,1
1347,55,467,4,1
1348,55,160,5,1
1349,55,629,6,1
1350,55,628,7,1
1351,55,307,8,1
1352,55,647,9,1
1353,55,560,10,1
1354,159,160,1,1
1355,159,307,2,1
1356,159,628,3,1
1357,159,647,4,1
1358,159,55,5,1
1359,159,316,6,1
1360,159,142,7,1
1361,159,358,8,1
1362,159,467,9,1
1363,159,1022,10,1
1364,316,647,1,1
1365,316,307,2,1
1366,316,159,3,1
1367,316,180,4,1
1368,316,628,5,1
1369,316,160,6,1
1370,316,319,7,1
1371,316,841,8,1
1372,316,374,9,1
1373,316,358,10,1
1374,307,159,1,1
1375,307,647,2,1
1376,307,316,3,1
1377,307,160,4,1
1378,307,628,5,1
1379,307,358,6,1
1380,307,374,7,1
1381,307,55,8,1
1382,307,142,9,1
1383,307,319,10,1
1384,647,316,1,1
1385,647,307,2,1
1386,647,159,3,1
1387,647,628,4,1
1388,647,180,5,1
1389,647,358,6,1
1390,647,160,7,1
1391,647,55,8,1
1392,647,319,9,1
1393,647,374,10,1
1394,15,310,1,1
1395,15,321,2,1
1396,15,320,3,1
1397,15,648,4,1
1398,15,625,5,1
1399,15,534,6,1
1400,15,609,7,1
1401,15,800,8,1
1402,15,650,9,1
1403,15,920,10,1
1404,160,159,1,1
1405,160,628,2,1
1406,160,307,3,1
1407,160,836,4,1
1408,160,1059,5,1
1409,160,55,6,1
1410,160,647,7,1
1411,160,208,8,1
1412,160,316,9,1
1413,160,1022,10,1
1414,319,308,1,1
1415,319,648,2,1
1416,319,118,3,1
1417,319,87,4,1
1418,319,627,5,1
1419,319,203,6,1
1420,319,304,7,1
1421,319,877,8,1
1422,319,133,9,1
1423,319,204,10,1
1424,308,648,1,1
1425,308,319,2,1
1426,308,87,3,1
1427,308,627,4,1
1428,308,74,5,1
1429,308,203,6,1
1430,308,118,7,1
1431,308,305,8,1
1432,308,320,9,1
1433,308,660,10,1
1434,313,627,1,1
1435,313,305,2,1
1436,313,196,3,1
1437,313,87,4,1
1438,313,846,5,1
1439,313,535,6,1
1440,313,319,7,1
1441,313,308,8,1
1442,313,660,9,1
1443,313,648,10,1
1444,920,320,1,1
1445,920,305,2,1
1446,920,627,3,1
1447,920,648,4,1
1448,920,660,5,1
1449,920,31,6,1
1450,920,306,7,1
1451,920,341,8,1
1452,920,308,9,1
1453,920,470,10,1
1454,341,344,1,1
1455,341,839,2,1
1456,341,470,3,1
1457,341,648,4,1
1458,341,920,5,1
1459,341,320,6,1
1460,341,1022,7,1
1461,341,432,8,1
1462,341,208,9,1
1463,341,743,10,1
1464,532,648,1,1
1465,532,1082,2,1
1466,532,180,3,1
1467,532,196,4,1
1468,532,308,5,1
1469,532,627,6,1
1470,532,341,7,1
1471,532,320,8,1
1472,532,319,9,1
1473,532,160,10,1
1474,648,627,1,1
1475,648,920,2,1
1476,648,308,3,1
1477,648,319,4,1
1478,648,470,5,1
1479,648,341,6,1
1480,648,320,7,1
1481,648,196,8,1
1482,648,305,9,1
1483,648,31,10,1
1484,725,792,1,1
1485,725,487,2,1
1486,725,459,3,1
1487,725,147,4,1
1488,725,353,5,1
1489,725,648,6,1
1490,725,868,7,1
1491,725,148,8,1
1492,725,951,9,1
1493,725,113,10,1
1494,320,920,1,1
1495,320,648,2,1
1496,320,308,3,1
1497,320,470,4,1
1498,320,625,5,1
1499,320,877,6,1
1500,320,305,7,1
1501,320,341,8,1
1502,320,627,9,1
1503,320,660,10,1
1504,625,626,1,1
1505,625,650,2,1
1506,625,800,3,1
1507,625,321,4,1
1508,625,534,5,1
1509,625,320,6,1
1510,625,609,7,1
1511,625,15,8,1
1512,625,920,9,1
1513,625,1082,10,1
1514,627,648,1,1
1515,627,196,2,1
1516,627,920,3,1
1517,627,305,4,1
1518,627,308,5,1
1519,627,1003,6,1
1520,627,87,7,1
1521,627,660,8,1
1522,627,535,9,1
1523,627,319,10,1
1524,1022,432,1,1
1525,1022,648,2,1
1526,1022,341,3,1
1527,1022,470,4,1
1528,1022,433,5,1
1529,1022,839,6,1
1530,1022,465,7,1
1531,1022,393,8,1
1532,1022,627,9,1
1533,1022,344,10,1
1534,628,159,1,1
1535,628,142,2,1
1536,628,160,3,1
1537,628,647,4,1
1538,628,467,5,1
1539,628,307,6,1
1540,628,203,7,1
1541,628,471,8,1
1542,628,1004,9,1
1543,628,1022,10,1
1544,42,1110,1,1
1545,42,22,2,1
1546,42,362,3,1
1547,42,674,4,1
1548,42,427,5,1
1549,42,438,6,1
1550,42,464,7,1
1551,42,983,8,1
1552,42,345,9,1
1553,42,889,10,1
1554,427,98,1,1
1555,427,1082,2,1
1556,427,742,3,1
1557,427,19,4,1
1558,427,529,5,1
1559,427,146,6,1
1560,427,42,7,1
1561,427,537,8,1
1562,427,331,9,1
1563,427,983,10,1
1564,982,1110,1,1
1565,982,22,2,1
1566,982,674,3,1
1567,982,438,4,1
1568,982,529,5,1
1569,982,362,6,1
1570,982,108,7,1
1571,982,346,8,1
1572,982,983,9,1
1573,982,427,10,1
1574,108,464,1,1
1575,108,150,2,1
1576,108,718,3,1
1577,108,1110,4,1
1578,108,694,5,1
1579,108,674,6,1
1580,108,99,7,1
1581,108,982,8,1
1582,108,105,9,1
1583,108,346,10,1
1584,99,674,1,1
1585,99,694,2,1
1586,99,98,3,1
1587,99,464,4,1
1588,99,108,5,1
1589,99,150,6,1
1590,99,809,7,1
1591,99,662,8,1
1592,99,718,9,1
1593,99,639,10,1
1594,674,464,1,1
1595,674,694,2,1
1596,674,99,3,1
1597,674,662,4,1
1598,674,982,5,1
1599,674,779,6,1
1600,674,42,7,1
1601,674,108,8,1
1602,674,150,9,1
1603,674,105,10,1
1604,1110,42,1,1
1605,1110,982,2,1
1606,1110,108,3,1
1607,1110,346,4,1
1608,1110,889,5,1
1609,1110,22,6,1
1610,1110,464,7,1
1611,1110,983,8,1
1612,1110,339,9,1
1613,1110,718,10,1
1614,694,464,1,1
1615,694,674,2,1
1616,694,99,3,1
1617,694,108,4,1
1618,694,150,5,1
1619,694,662,6,1
1620,694,98,7,1
1621,694,982,8,1
1622,694,105,9,1
1623,694,347,10,1
1624,464,674,1,1
1625,464,694,2,1
1626,464,105,3,1
1627,464,108,4,1
1628,464,150,5,1
1629,464,662,6,1
1630,464,779,7,1
1631,464,99,8,1
1632,464,42,9,1
1633,464,347,10,1
1634,983,889,1,1
1635,983,346,2,1
1636,983,529,3,1
1637,983,339,4,1
1638,983,331,5,1
1639,983,742,6,1
1640,983,342,7,1
1641,983,437,8,1
1642,983,19,9,1
1643,983,1082,10,1
1644,889,983,1,1
1645,889,529,2,1
1646,889,437,3,1
1647,889,346,4,1
1648,889,326,5,1
1649,889,339,6,1
1650,889,1110,7,1
1651,889,742,8,1
1652,889,392,9,1
1653,889,344,10,1
1654,775,412,1,1
1655,775,983,2,1
1656,775,137,3,1
1657,775,339,4,1
1658,775,889,5,1
1659,775,894,6,1
1660,775,344,7,1
1661,775,138,8,1
1662,775,435,9,1
1663,775,432,10,1
1664,437,983,1,1
1665,437,889,2,1
1666,437,346,3,1
1667,437,339,4,1
1668,437,1110,5,1
1669,437,718,6,1
1670,437,392,7,1
1671,437,344,8,1
1672,437,529,9,1
1673,437,742,10,1
1674,347,44,1,1
1675,347,844,2,1
1676,347,977,3,1
1677,347,345,4,1
1678,347,438,5,1
1679,347,105,6,1
1680,347,1020,7,1
1681,347,662,8,1
1682,347,491,9,1
1683,347,112,10,1
1684,662,464,1,1
1685,662,674,2,1
1686,662,491,3,1
1687,662,758,4,1
1688,662,729,5,1
1689,662,275,6,1
1690,662,793,7,1
1691,662,844,8,1
1692,662,105,9,1
1693,662,694,10,1
1694,69,810,1,1
1695,69,73,2,1
1696,69,809,3,1
1697,69,908,4,1
1698,69,644,5,1
1699,69,150,6,1
1700,69,752,7,1
1701,69,468,8,1
1702,69,112,9,1
1703,69,642,10,1
1704,809,69,1,1
1705,809,191,2,1
1706,809,99,3,1
1707,809,73,4,1
1708,809,810,5,1
1709,809,908,6,1
1710,809,150,7,1
1711,809,333,8,1
1712,809,752,9,1
1713,809,472,10,1
1714,72,467,1,1
1715,72,473,2,1
1716,72,472,3,1
1717,72,142,4,1
1718,72,158,5,1
1719,72,908,6,1
1720,72,980,7,1
1721,72,972,8,1
1722,72,471,9,1
1723,72,117,10,1
1724,151,1082,1,1
1725,151,149,2,1
1726,151,98,3,1
1727,151,655,4,1
1728,151,638,5,1
1729,151,107,6,1
1730,151,470,7,1
1731,151,344,8,1
1732,151,639,9,1
1733,151,431,10,1
1734,639,1082,1,1
1735,639,638,2,1
1736,639,718,3,1
1737,639,150,4,1
1738,639,151,5,1
1739,639,108,6,1
1740,639,98,7,1
1741,639,852,8,1
1742,639,472,9,1
1743,639,99,10,1
1744,346,339,1,1
1745,346,983,2,1
1746,346,529,3,1
1747,346,342,4,1
1748,346,472,5,1
1749,346,1082,6,1
1750,346,889,7,1
1751,346,1110,8,1
1752,346,344,9,1
1753,346,151,10,1
1754,472,346,1,1
1755,472,791,2,1
1756,472,1082,3,1
1757,472,908,4,1
1758,472,473,5,1
1759,472,467,6,1
1760,472,471,7,1
1761,472,852,8,1
1762,472,339,9,1
1763,472,72,10,1
1764,529,19,1,1
1765,529,983,2,1
1766,529,346,3,1
1767,529,465,4,1
1768,529,342,5,1
1769,529,537,6,1
1770,529,161,7,1
1771,529,684,8,1
1772,529,889,9,1
1773,529,341,10,1
1774,908,473,1,1
1775,908,466,2,1
1776,908,472,3,1
1777,908,752,4,1
1778,908,467,5,1
1779,908,1005,6,1
1780,908,69,7,1
1781,908,73,8,1
1782,908,718,9,1
1783,908,345,10,1
1784,291,290,1,1
1785,291,977,2,1
1786,291,752,3,1
1787,291,828,4,1
1788,291,129,5,1
1789,291,466,6,1
1790,291,1020,7,1
1791,291,468,8,1
1792,291,1005,9,1
1793,291,918,10,1
1794,1020,632,1,1
1795,1020,77,2,1
1796,1020,586,3,1
1797,1020,752,4,1
1798,1020,977,5,1
1799,1020,4,6,1
1800,1020,633,7,1
1801,1020,1061,8,1
1802,1020,828,9,1
1803,1020,621,10,1
1804,938,299,1,1
1805,938,667,2,1
1806,938,494,3,1
1807,938,229,4,1
1808,938,297,5,1
1809,938,635,6,1
1810,938,154,7,1
1811,938,548,8,1
1812,938,864,9,1
1813,938,295,10,1
1814,170,635,1,1
1815,170,229,2,1
1816,170,667,3,1
1817,170,494,4,1
1818,170,666,5,1
1819,170,299,6,1
1820,170,938,7,1
1821,170,723,8,1
1822,170,864,9,1
1823,170,1014,10,1
1824,229,667,1,1
1825,229,635,2,1
1826,229,494,3,1
1827,229,666,4,1
1828,229,938,5,1
1829,229,154,6,1
1830,229,299,7,1
1831,229,1014,8,1
1832,229,166,9,1
1833,229,864,10,1
1834,539,1020,1,1
1835,539,129,2,1
1836,539,295,3,1
1837,539,524,4,1
1838,539,184,5,1
1839,539,1061,6,1
1840,539,632,7,1
1841,539,1060,8,1
1842,539,864,9,1
1843,539,525,10,1
1844,723,667,1,1
1845,723,635,2,1
1846,723,491,3,1
1847,723,864,4,1
1848,723,170,5,1
1849,977,828,1,1
1850,977,978,2,1
1851,977,827,3,1
1852,977,466,4,1
1853,977,44,5,1
1854,977,468,6,1
1855,977,46,7,1
1856,977,975,8,1
1857,977,1020,9,1
1858,977,58,10,1
1859,1079,1067,1,1
1860,1079,158,2,1
1861,1079,466,3,1
1862,1079,473,4,1
1863,1079,908,5,1
1864,1079,608,6,1
1865,1079,468,7,1
1866,1079,52,8,1
1867,1079,54,9,1
1868,1079,1066,10,1
1869,44,46,1,1
1870,44,466,2,1
1871,44,468,3,1
1872,44,51,4,1
1873,44,977,5,1
1874,44,58,6,1
1875,44,978,7,1
1876,44,249,8,1
1877,51,44,1,1
1878,51,466,2,1
1879,51,46,3,1
1880,51,249,4,1
1881,51,468,5,1
1882,51,57,6,1
1883,51,105,7,1
1884,51,58,8,1
1885,51,584,9,1
1886,466,468,1,1
1887,466,44,2,1
1888,466,46,3,1
1889,466,977,4,1
1890,466,828,5,1
1891,466,908,6,1
1892,466,73,7,1
1893,466,51,8,1
1894,466,58,9,1
1895,466,473,10,1
1896,512,584,1,1
1897,512,57,2,1
1898,512,910,3,1
1899,512,480,4,1
1900,512,796,5,1
1901,512,58,6,1
1902,512,468,7,1
1903,512,466,8,1
1904,512,117,9,1
1905,512,828,10,1
1906,828,977,1,1
1907,828,827,2,1
1908,828,978,3,1
1909,828,513,4,1
1910,828,58,5,1
1911,828,466,6,1
1912,828,468,7,1
1913,828,796,8,1
1914,828,245,9,1
1915,1067,158,1,1
1916,1067,1066,2,1
1917,1067,610,3,1
1918,1067,1064,4,1
1919,1067,608,5,1
1920,1067,621,6,1
1921,1067,1016,7,1
1922,1067,870,8,1
1923,1067,869,9,1
1924,1067,607,10,1
1925,23,21,1,1
1926,23,426,2,1
1927,23,731,3,1
1928,23,107,4,1
1929,23,149,5,1
1930,23,40,6,1
1931,23,433,7,1
1932,23,839,8,1
1933,23,432,9,1
1934,23,471,10,1
1935,426,23,1,1
1936,426,149,2,1
1937,426,107,3,1
1938,426,795,4,1
1939,426,21,5,1
1940,426,546,6,1
1941,426,654,7,1
1942,426,1096,8,1
1943,426,421,9,1
1944,426,470,10,1
1945,107,655,1,1
1946,107,23,2,1
1947,107,149,3,1
1948,107,426,4,1
1949,107,471,5,1
1950,107,514,6,1
1951,107,431,7,1
1952,107,344,8,1
1953,107,972,9,1
1954,107,654,10,1
1955,149,151,1,1
1956,149,470,2,1
1957,149,654,3,1
1958,149,627,4,1
1959,149,23,5,1
1960,149,107,6,1
1961,149,426,7,1
1962,149,731,8,1
1963,149,341,9,1
1964,149,728,10,1
1965,471,472,1,1
1966,471,442,2,1
1967,471,628,3,1
1968,471,467,4,1
1969,471,23,5,1
1970,471,465,6,1
1971,471,142,7,1
1972,471,791,8,1
1973,471,344,9,1
1974,471,160,10,1
1975,470,341,1,1
1976,470,839,2,1
1977,470,149,3,1
1978,470,344,4,1
1979,470,151,5,1
1980,470,725,6,1
1981,470,432,7,1
1982,470,654,8,1
1983,470,1003,9,1
1984,728,731,1,1
1985,728,837,2,1
1986,728,732,3,1
1987,728,460,4,1
1988,728,792,5,1
1989,728,1003,6,1
1990,728,868,7,1
1991,728,627,8,1
1992,728,148,9,1
1993,728,459,10,1
1994,731,23,1,1
1995,731,21,2,1
1996,731,149,3,1
1997,731,725,4,1
1998,731,341,5,1
1999,731,470,6,1
2000,731,426,7,1
2001,731,743,8,1
2002,731,147,9,1
2003,731,148,10,1
2004,972,632,1,1
2005,972,188,2,1
2006,972,1005,3,1
2007,972,1004,4,1
2008,972,940,5,1
2009,972,584,6,1
2010,972,608,7,1
2011,158,1067,1,1
2012,158,1079,2,1
2013,158,48,3,1
2014,158,473,4,1
2015,158,560,5,1
2016,158,621,6,1
2017,158,557,7,1
2018,158,632,8,1
2019,158,608,9,1
2020,158,467,10,1
2021,344,341,1,1
2022,344,339,2,1
2023,344,470,3,1
2024,344,839,4,1
2025,344,442,5,1
2026,344,392,6,1
2027,344,151,7,1
2028,344,465,8,1
2029,344,983,9,1
2030,344,346,10,1
2031,431,339,1,1
2032,431,824,2,1
2033,431,344,3,1
2034,431,983,4,1
2035,431,244,5,1
2036,431,442,6,1
2037,431,655,7,1
2038,431,530,8,1
2039,431,138,9,1
2040,431,471,10,1
2041,432,433,1,1
2042,432,1022,2,1
2043,432,393,3,1
2044,432,21,4,1
2045,432,341,5,1
2046,432,839,6,1
2047,432,705,7,1
2048,432,1090,8,1
2049,432,470,9,1
2050,432,344,10,1
2051,839,341,1,1
2052,839,470,2,1
2053,839,344,3,1
2054,839,432,4,1
2055,839,1022,5,1
2056,839,21,6,1
2057,839,983,7,1
2058,839,23,8,1
2059,839,433,9,1
2060,839,465,10,1
2061,1014,154,1,1
2062,1014,848,2,1
2063,1014,299,3,1
2064,1014,971,4,1
2065,1014,667,5,1
2066,1014,490,6,1
2067,1014,940,7,1
2068,1014,912,8,1
2069,1014,666,9,1
2070,1014,277,10,1
2071,299,938,1,1
2072,299,975,2,1
2073,299,667,3,1
2074,299,635,4,1
2075,299,297,5,1
2076,299,548,6,1
2077,299,864,7,1
2078,299,229,8,1
2079,299,11,9,1
2080,299,940,10,1
2081,635,667,1,1
2082,635,170,2,1
2083,635,229,3,1
2084,635,666,4,1
2085,635,723,5,1
2086,635,299,6,1
2087,635,938,7,1
2088,635,864,8,1
2089,635,1014,9,1
2090,635,154,10,1
2091,667,635,1,1
2092,667,229,2,1
2093,667,666,3,1
2094,667,154,4,1
2095,667,1014,5,1
2096,667,299,6,1
2097,667,864,7,1
2098,905,154,1,1
2099,905,1014,2,1
2100,905,894,3,1
2101,905,895,4,1
2102,905,848,5,1
2103,905,277,6,1
2104,905,971,7,1
2105,905,490,8,1
2106,905,666,9,1
2107,905,494,10,1
2108,154,1014,1,1
2109,154,848,2,1
2110,154,667,3,1
2111,154,666,4,1
2112,154,971,5,1
2113,154,895,6,1
2114,154,50,7,1
2115,154,229,8,1
2116,154,277,9,1
2117,154,970,10,1
2118,494,666,1,1
2119,494,667,2,1
2120,494,635,3,1
2121,494,299,4,1
2122,494,229,5,1
2123,494,154,6,1
2124,494,1014,7,1
2125,494,780,8,1
2126,666,494,1,1
2127,666,667,2,1
2128,666,635,3,1
2129,666,299,4,1
2130,666,154,5,1
2131,666,229,6,1
2132,666,1014,7,1
2133,666,848,8,1
2134,666,905,9,1
2135,666,864,10,1
2136,490,1061,1,1
2137,490,780,2,1
2138,490,940,3,1
2139,490,154,4,1
2140,490,971,5,1
2141,490,322,6,1
2142,490,676,7,1
2143,490,11,8,1
2144,490,912,9,1
2145,490,894,10,1
2146,848,154,1,1
2147,848,971,2,1
2148,848,50,3,1
2149,848,299,4,1
2150,848,940,5,1
2151,848,441,6,1
2152,848,676,7,1
2153,848,861,8,1
2154,848,905,9,1
2155,971,912,1,1
2156,971,861,2,1
2157,971,842,3,1
2158,971,848,4,1
2159,971,225,5,1
2160,971,894,6,1
2161,971,1033,7,1
2162,971,404,8,1
2163,166,295,1,1
2164,166,970,2,1
2165,166,294,3,1
2166,166,229,4,1
2167,166,667,5,1
2168,166,184,6,1
2169,166,299,7,1
2170,166,277,8,1
2171,277,296,1,1
2172,277,894,2,1
2173,277,940,3,1
2174,277,1061,4,1
2175,277,996,5,1
2176,277,665,6,1
2177,277,1060,7,1
2178,277,11,8,1
2179,277,676,9,1
2180,277,971,10,1
2181,579,9,1,1
2182,579,569,2,1
2183,579,348,3,1
2184,579,929,4,1
2185,579,50,5,1
2186,579,930,6,1
2187,579,441,7,1
2188,579,245,8,1
2189,579,570,9,1
2190,579,578,10,1
2191,570,9,1,1
2192,570,163,2,1
2193,570,579,3,1
2194,570,348,4,1
2195,570,57,5,1
2196,570,569,6,1
2197,570,904,7,1
2198,570,578,8,1
2199,570,848,9,1
2200,9,569,1,1
2201,9,579,2,1
2202,9,570,3,1
2203,9,348,4,1
2204,9,163,5,1
2205,9,245,6,1
2206,9,848,7,1
2207,9,441,8,1
2208,9,578,9,1
2209,9,117,10,1
2210,50,525,1,1
2211,50,348,2,1
2212,50,557,3,1
2213,50,621,4,1
2214,50,524,5,1
2215,50,579,6,1
2216,50,1061,7,1
2217,50,11,8,1
2218,569,9,1,1
2219,569,579,2,1
2220,569,245,3,1
2221,569,848,4,1
2222,569,50,5,1
2223,569,348,6,1
2224,569,578,7,1
2225,569,570,8,1
2226,569,828,9,1
2227,774,581,1,1
2228,774,119,2,1
2229,774,97,3,1
2230,774,351,4,1
2231,774,114,5,1
2232,774,324,6,1
2233,774,1055,7,1
2234,774,1030,8,1
2235,774,703,9,1
2236,774,1031,10,1
2237,235,581,1,1
2238,235,664,2,1
2239,235,373,3,1
2240,235,114,4,1
2241,235,1108,5,1
2242,235,97,6,1
2243,235,234,7,1
2244,235,748,8,1
2245,235,588,9,1
2246,235,703,10,1
2247,1055,114,1,1
2248,1055,774,2,1
2249,1055,581,3,1
2250,1055,703,4,1
2251,1055,1031,5,1
2252,1055,849,6,1
2253,1055,373,7,1
2254,1055,97,8,1
2255,1055,523,9,1
2256,1055,1030,10,1
2257,129,184,1,1
2258,129,517,2,1
2259,129,642,3,1
2260,129,290,4,1
2261,129,291,5,1
2262,129,539,6,1
2263,129,1061,7,1
2264,200,642,1,1
2265,200,333,2,1
2266,200,191,3,1
2267,200,129,4,1
2268,200,586,5,1
2269,200,908,6,1
2270,200,980,7,1
2271,642,290,1,1
2272,642,200,2,1
2273,642,129,3,1
2274,642,297,4,1
2275,642,291,5,1
2276,642,11,6,1
2277,56,333,1,1
2278,56,129,2,1
2279,56,52,3,1
2280,56,574,4,1
2281,56,642,5,1
2282,333,150,1,1
2283,333,56,2,1
2284,333,345,3,1
2285,333,810,4,1
2286,333,54,5,1
2287,333,200,6,1
2288,333,642,7,1
2289,333,22,8,1
2290,333,908,9,1
2291,333,331,10,1
2292,22,438,1,1
2293,22,345,2,1
2294,22,105,3,1
2295,22,42,4,1
2296,22,362,5,1
2297,22,982,6,1
2298,22,464,7,1
2299,22,1110,8,1
2300,22,150,9,1
2301,22,491,10,1
2302,105,345,1,1
2303,105,150,2,1
2304,105,491,3,1
2305,105,46,4,1
2306,105,22,5,1
2307,105,347,6,1
2308,105,740,7,1
2309,105,108,8,1
2310,105,662,9,1
2311,105,674,10,1
2312,438,345,1,1
2313,438,105,2,1
2314,438,22,3,1
2315,438,468,4,1
2316,438,466,5,1
2317,438,362,6,1
2318,438,982,7,1
2319,438,150,8,1
2320,73,345,1,1
2321,73,438,2,1
2322,73,105,3,1
2323,73,810,4,1
2324,73,150,5,1
2325,73,468,6,1
2326,73,466,7,1
2327,73,69,8,1
2328,73,908,9,1
2329,73,472,10,1
2330,150,105,1,1
2331,150,345,2,1
2332,150,464,3,1
2333,150,674,4,1
2334,150,810,5,1
2335,150,662,6,1
2336,150,99,7,1
2337,150,718,8,1
2338,150,22,9,1
2339,150,982,10,1
2340,345,105,1,1
2341,345,438,2,1
2342,345,73,3,1
2343,345,468,4,1
2344,345,466,5,1
2345,345,22,6,1
2346,345,150,7,1
2347,345,982,8,1
2348,345,42,9,1
2349,810,73,1,1
2350,810,69,2,1
2351,810,150,3,1
2352,810,333,4,1
2353,810,468,5,1
2354,810,809,6,1
2355,810,466,7,1
2356,810,642,8,1
2357,810,56,9,1
2358,46,44,1,1
2359,46,58,2,1
2360,46,468,3,1
2361,46,978,4,1
2362,46,827,5,1
2363,46,513,6,1
2364,46,466,7,1
2365,46,105,8,1
2366,46,828,9,1
2367,46,796,10,1
2368,58,827,1,1
2369,58,46,2,1
2370,58,978,3,1
2371,58,513,4,1
2372,58,796,5,1
2373,58,828,6,1
2374,58,184,7,1
2375,58,864,8,1
2376,58,297,9,1
2377,58,466,10,1
2378,290,291,1,1
2379,290,642,2,1
2380,290,978,3,1
2381,290,129,4,1
2382,290,827,5,1
2383,290,468,6,1
2384,290,828,7,1
2385,290,466,8,1
2386,290,578,9,1
2387,290,1005,10,1
2388,468,466,1,1
2389,468,46,2,1
2390,468,345,3,1
2391,468,438,4,1
2392,468,44,5,1
2393,468,827,6,1
2394,468,978,7,1
2395,468,828,8,1
2396,468,73,9,1
2397,468,430,10,1
2398,827,978,1,1
2399,827,828,2,1
2400,827,513,3,1
2401,827,58,4,1
2402,827,184,5,1
2403,827,796,6,1
2404,827,977,7,1
2405,827,468,8,1
2406,827,245,9,1
2407,827,578,10,1
2408,864,978,1,1
2409,864,975,2,1
2410,864,297,3,1
2411,864,796,4,1
2412,864,184,5,1
2413,864,58,6,1
2414,864,977,7,1
2415,864,129,8,1
2416,864,491,9,1
2417,864,170,10,1
2418,978,864,1,1
2419,978,977,2,1
2420,978,975,3,1
2421,978,46,4,1
2422,978,58,5,1
2423,978,828,6,1
2424,978,796,7,1
2425,978,468,8,1
2426,978,245,9,1
2427,978,466,10,1
2428,491,740,1,1
2429,491,893,2,1
2430,491,105,3,1
2431,491,345,4,1
2432,491,844,5,1
2433,491,275,6,1
2434,491,741,7,1
2435,491,561,8,1
2436,491,744,9,1
2437,491,361,10,1
2438,740,491,1,1
2439,740,169,2,1
2440,740,736,3,1
2441,740,735,4,1
2442,740,12,5,1
2443,740,893,6,1
2444,740,275,7,1
2445,740,517,8,1
2446,740,548,9,1
2447,740,105,10,1
2448,297,184,1,1
2449,297,586,2,1
2450,297,517,3,1
2451,297,336,4,1
2452,297,893,5,1
2453,297,938,6,1
2454,297,299,7,1
2455,586,184,1,1
2456,586,297,2,1
2457,586,129,3,1
2458,586,336,4,1
2459,586,584,5,1
2460,586,295,6,1
2461,245,975,1,1
2462,245,548,2,1
2463,245,940,3,1
2464,245,578,4,1
2465,245,299,5,1
2466,578,513,1,1
2467,578,828,2,1
2468,578,827,3,1
2469,578,245,4,1
2470,578,129,5,1
2471,578,9,6,1
2472,975,184,1,1
2473,975,978,2,1
2474,975,245,3,1
2475,975,864,4,1
2476,975,977,5,1
2477,975,229,6,1
2478,975,548,7,1
2479,975,299,8,1
2480,975,635,9,1
2481,975,667,10,1
2482,63,184,1,1
2483,63,336,2,1
2484,63,249,3,1
2485,63,940,4,1
2486,63,893,5,1
2487,63,708,6,1
2488,63,11,7,1
2489,63,676,8,1
2490,184,129,1,1
2491,184,336,2,1
2492,184,297,3,1
2493,184,1061,4,1
2494,184,548,5,1
2495,184,940,6,1
2496,336,184,1,1
2497,336,297,2,1
2498,336,63,3,1
2499,336,586,4,1
2500,336,129,5,1
2501,336,11,6,1
2502,336,584,7,1
2503,430,336,1,1
2504,430,184,2,1
2505,430,513,3,1
2506,430,58,4,1
2507,430,46,5,1
2508,430,297,6,1
2509,430,11,7,1
2510,430,44,8,1
2511,513,827,1,1
2512,513,796,2,1
2513,513,58,3,1
2514,513,46,4,1
2515,513,828,5,1
2516,513,468,6,1
2517,513,44,7,1
2518,513,466,8,1
2519,796,513,1,1
2520,796,184,2,1
2521,796,827,3,1
2522,796,58,4,1
2523,796,63,5,1
2524,796,297,6,1
2525,796,828,7,1
2526,796,11,8,1
2527,796,468,9,1
2528,480,642,1,1
2529,480,796,2,1
2530,480,584,3,1
2531,480,11,4,1
2532,480,562,5,1
2533,480,972,6,1
2534,480,290,7,1
2535,480,864,8,1
2536,480,336,9,1
2537,480,184,10,1
2538,517,297,1,1
2539,517,940,2,1
2540,517,299,3,1
2541,893,297,1,1
2542,893,940,2,1
2543,1087,949,1,1
2544,1087,842,2,1
2545,1087,405,3,1
2546,1087,912,4,1
2547,1087,971,5,1
2548,1087,137,6,1
2549,1087,894,7,1
2550,1087,404,8,1
2551,1087,138,9,1
2552,1087,429,10,1
2553,842,1033,1,1
2554,842,949,2,1
2555,842,571,3,1
2556,842,971,4,1
2557,842,714,5,1
2558,842,912,6,1
2559,842,894,7,1
2560,842,155,8,1
2561,842,322,9,1
2562,842,676,10,1
2563,571,1033,1,1
2564,571,842,2,1
2565,571,676,3,1
2566,571,322,4,1
2567,571,940,5,1
2568,571,894,6,1
2569,571,277,7,1
2570,571,949,8,1
2571,571,714,9,1
2572,571,296,10,1
2573,322,940,1,1
2574,322,676,2,1
2575,322,11,3,1
2576,322,137,4,1
2577,322,571,5,1
2578,322,277,6,1
2579,322,842,7,1
2580,322,299,8,1
2581,322,894,9,1
2582,676,940,1,1
2583,676,322,2,1
2584,676,11,3,1
2585,676,137,4,1
2586,676,571,5,1
2587,676,277,6,1
2588,676,584,7,1
2589,676,299,8,1
2590,137,138,1,1
2591,137,940,2,1
