id,job_id,default_weightage,date_created,date_updated,skill_id,experience_months
707,35,3,2017-09-23 22:40:34.112833+00,2017-09-23 22:40:34.112855+00,7429,6
708,35,2,2017-09-23 22:40:34.13111+00,2017-09-23 22:40:34.131133+00,1219,6
709,35,5,2017-09-23 22:40:34.135471+00,2017-09-23 22:40:34.135497+00,7413,12
710,35,2,2017-09-23 22:40:34.139589+00,2017-09-23 22:40:34.139611+00,45,6
711,35,3,2017-09-23 22:40:34.143725+00,2017-09-23 22:40:34.143749+00,55,6
712,35,3,2017-09-23 22:40:34.147905+00,2017-09-23 22:40:34.147927+00,179,6
713,35,5,2017-09-23 22:40:34.152099+00,2017-09-23 22:40:34.152122+00,186,12
714,36,3,2017-09-23 23:07:41.55328+00,2017-09-23 23:07:41.553311+00,7443,12
716,36,4,2017-09-23 23:07:41.562921+00,2017-09-23 23:07:41.562944+00,7461,12
736,37,4,2017-09-23 23:42:23.548358+00,2017-09-23 23:42:23.548389+00,7413,12
737,37,4,2017-09-23 23:42:23.556272+00,2017-09-23 23:42:23.556304+00,7420,12
738,37,1,2017-09-23 23:42:23.562596+00,2017-09-23 23:42:23.562619+00,85,6
739,37,5,2017-09-23 23:42:23.569044+00,2017-09-23 23:42:23.569065+00,7539,12
740,37,3,2017-09-23 23:42:23.575185+00,2017-09-23 23:42:23.575207+00,114,12
741,37,4,2017-09-23 23:42:23.581526+00,2017-09-23 23:42:23.581548+00,156,12
742,37,5,2017-09-23 23:42:23.587939+00,2017-09-23 23:42:23.587964+00,6633,12
743,37,1,2017-09-23 23:42:23.607884+00,2017-09-23 23:42:23.607908+00,211,12
744,37,1,2017-09-23 23:42:23.614146+00,2017-09-23 23:42:23.614168+00,7529,12
745,37,3,2017-09-23 23:42:23.623724+00,2017-09-23 23:42:23.623747+00,166,12
746,37,4,2017-09-23 23:42:23.629972+00,2017-09-23 23:42:23.629993+00,66,12
679,37,3,2017-09-19 22:41:35.894984+00,2017-09-19 22:41:35.895016+00,4056,12
747,38,3,2017-09-25 18:50:44.597789+00,2017-09-25 18:50:44.59782+00,7413,12
748,38,5,2017-09-25 18:50:44.617352+00,2017-09-25 18:50:44.617375+00,7420,12
749,39,5,2017-10-03 22:37:09.085734+00,2017-10-03 22:37:09.085766+00,7377,12
750,40,5,2017-10-03 23:45:34.837353+00,2017-10-03 23:45:34.837384+00,52,18
751,40,2,2017-10-03 23:45:34.837435+00,2017-10-03 23:45:34.83746+00,323,12
752,40,1,2017-10-03 23:45:34.837494+00,2017-10-03 23:45:34.837506+00,116,6
753,40,1,2017-10-03 23:45:34.837539+00,2017-10-03 23:45:34.83755+00,31,12
754,40,3,2017-10-03 23:45:34.837583+00,2017-10-03 23:45:34.837594+00,32,12
755,40,2,2017-10-03 23:45:34.837627+00,2017-10-03 23:45:34.837639+00,170,12
756,40,3,2017-10-03 23:45:34.837672+00,2017-10-03 23:45:34.837683+00,174,6
757,40,1,2017-10-03 23:45:34.837715+00,2017-10-03 23:45:34.837726+00,195,18
758,40,1,2017-10-03 23:45:34.837759+00,2017-10-03 23:45:34.83777+00,13,12
759,40,5,2017-10-03 23:45:34.837802+00,2017-10-03 23:45:34.837813+00,20,12
720,36,2,2017-09-23 23:07:41.581421+00,2017-09-23 23:07:41.581444+00,3184,12
727,36,2,2017-09-23 23:07:41.610941+00,2017-09-23 23:07:41.610965+00,3,12
721,36,2,2017-09-23 23:07:41.585564+00,2017-09-23 23:07:41.585587+00,7525,12
731,36,1,2017-09-23 23:07:41.62831+00,2017-09-23 23:07:41.628333+00,7420,12
733,36,2,2017-09-23 23:07:41.636895+00,2017-09-23 23:07:41.636917+00,7711,12
760,40,1,2017-10-03 23:45:34.837845+00,2017-10-03 23:45:34.837856+00,79,12
761,40,1,2017-10-03 23:45:34.837888+00,2017-10-03 23:45:34.837899+00,34,6
762,40,3,2017-10-03 23:45:34.837931+00,2017-10-03 23:45:34.837942+00,66,6
763,40,3,2017-10-03 23:45:34.837987+00,2017-10-03 23:45:34.837998+00,3,6
764,40,5,2017-10-03 23:45:34.838036+00,2017-10-03 23:45:34.838048+00,12,12
765,40,3,2017-10-03 23:45:34.838081+00,2017-10-03 23:45:34.838093+00,114,12
766,40,1,2017-10-03 23:45:34.838126+00,2017-10-03 23:45:34.838138+00,70,12
767,40,1,2017-10-03 23:45:34.838171+00,2017-10-03 23:45:34.838183+00,127,12
768,40,5,2017-10-03 23:45:34.838216+00,2017-10-03 23:45:34.838227+00,252,18
769,40,3,2017-10-03 23:45:34.838261+00,2017-10-03 23:45:34.838272+00,106,12
770,40,2,2017-10-03 23:45:34.838306+00,2017-10-03 23:45:34.838317+00,203,12
771,40,2,2017-10-03 23:45:34.83835+00,2017-10-03 23:45:34.838361+00,225,6
772,40,2,2017-10-03 23:45:34.838394+00,2017-10-03 23:45:34.838406+00,6642,6
773,40,2,2017-10-03 23:45:34.838439+00,2017-10-03 23:45:34.838451+00,190,12
774,40,3,2017-10-03 23:45:34.838495+00,2017-10-03 23:45:34.838506+00,756,12
775,40,2,2017-10-03 23:45:34.838539+00,2017-10-03 23:45:34.83855+00,235,12
776,12,0,2017-10-04 20:25:41.56892+00,2017-10-04 20:25:41.568951+00,6840,0
777,21,1,2017-10-07 23:22:08.097376+00,2017-10-07 23:22:08.097408+00,481,6
778,21,3,2017-10-07 23:22:08.108064+00,2017-10-07 23:22:08.108087+00,209,6
779,21,4,2017-10-07 23:22:08.112424+00,2017-10-07 23:22:08.112446+00,48,12
780,21,1,2017-10-07 23:22:08.116696+00,2017-10-07 23:22:08.116718+00,283,6
781,21,3,2017-10-07 23:22:08.12106+00,2017-10-07 23:22:08.121084+00,106,12
782,21,5,2017-10-07 23:22:08.135608+00,2017-10-07 23:22:08.135639+00,137,12
783,21,4,2017-10-07 23:22:08.140084+00,2017-10-07 23:22:08.140108+00,201,12
784,21,4,2017-10-07 23:22:08.144119+00,2017-10-07 23:22:08.144142+00,170,12
786,21,2,2017-10-07 23:22:08.151973+00,2017-10-07 23:22:08.151995+00,113,6
787,21,3,2017-10-07 23:22:08.156118+00,2017-10-07 23:22:08.156141+00,36,18
788,21,3,2017-10-07 23:22:08.160249+00,2017-10-07 23:22:08.160274+00,402,6
789,21,2,2017-10-07 23:22:08.164624+00,2017-10-07 23:22:08.164654+00,172,6
507,21,4,2017-08-16 19:13:56.570607+00,2017-08-16 19:13:56.570631+00,203,12
506,21,2,2017-08-16 19:13:56.554876+00,2017-08-16 19:13:56.554906+00,7377,12
847,42,4,2017-10-27 02:44:09.622812+00,2017-10-27 02:44:09.622844+00,7381,12
785,21,2,2017-10-07 23:22:08.148088+00,2017-10-07 23:22:08.148111+00,57,6
790,22,2,2017-10-08 00:13:00.9224+00,2017-10-08 00:13:00.922432+00,3,12
791,22,2,2017-10-08 00:13:00.930268+00,2017-10-08 00:13:00.930291+00,201,6
792,22,1,2017-10-08 00:13:00.934581+00,2017-10-08 00:13:00.934603+00,283,18
793,22,2,2017-10-08 00:13:00.939434+00,2017-10-08 00:13:00.939456+00,176,12
794,22,2,2017-10-08 00:13:00.943717+00,2017-10-08 00:13:00.943739+00,7413,18
795,22,2,2017-10-08 00:13:00.948008+00,2017-10-08 00:13:00.94803+00,331,6
796,22,3,2017-10-08 00:13:00.952297+00,2017-10-08 00:13:00.952319+00,291,12
797,22,3,2017-10-08 00:13:00.958291+00,2017-10-08 00:13:00.958312+00,7419,12
798,22,3,2017-10-08 00:13:00.96345+00,2017-10-08 00:13:00.963473+00,60,12
799,22,2,2017-10-08 00:13:00.968789+00,2017-10-08 00:13:00.968811+00,7378,18
800,22,2,2017-10-08 00:13:00.97298+00,2017-10-08 00:13:00.973002+00,32,12
801,22,4,2017-10-08 00:13:00.977229+00,2017-10-08 00:13:00.977252+00,209,12
802,22,4,2017-10-08 00:13:00.991709+00,2017-10-08 00:13:00.991736+00,7420,12
803,22,5,2017-10-08 00:13:00.996067+00,2017-10-08 00:13:00.996092+00,7474,18
804,22,1,2017-10-08 00:13:01.000358+00,2017-10-08 00:13:01.000382+00,7,6
805,22,4,2017-10-08 00:13:01.004398+00,2017-10-08 00:13:01.00442+00,114,12
806,22,2,2017-10-08 00:13:01.00857+00,2017-10-08 00:13:01.008592+00,105,12
807,22,4,2017-10-08 00:13:01.013181+00,2017-10-08 00:13:01.013204+00,156,12
808,22,2,2017-10-08 00:13:01.018326+00,2017-10-08 00:13:01.018351+00,14,6
809,22,3,2017-10-08 00:13:01.022829+00,2017-10-08 00:13:01.022852+00,304,6
810,22,1,2017-10-08 00:13:01.027071+00,2017-10-08 00:13:01.027094+00,7424,6
811,22,5,2017-10-08 00:13:01.032537+00,2017-10-08 00:13:01.032559+00,7483,18
503,22,4,2017-07-31 15:38:53.986391+00,2017-07-31 15:38:53.986422+00,7377,12
502,22,4,2017-07-28 16:58:21.811865+00,2017-07-28 16:58:21.811896+00,7377,12
501,22,4,2017-07-28 16:58:15.81472+00,2017-07-28 16:58:15.814753+00,7377,12
812,23,3,2017-10-08 00:42:02.014074+00,2017-10-08 00:42:02.01411+00,48,6
813,23,4,2017-10-08 00:42:02.019889+00,2017-10-08 00:42:02.019915+00,137,6
814,23,4,2017-10-08 00:42:02.024309+00,2017-10-08 00:42:02.024334+00,201,12
815,23,4,2017-10-08 00:42:02.033852+00,2017-10-08 00:42:02.033877+00,7420,12
816,23,2,2017-10-08 00:42:02.038381+00,2017-10-08 00:42:02.038405+00,57,6
817,23,2,2017-10-08 00:42:02.04286+00,2017-10-08 00:42:02.042885+00,283,18
818,23,3,2017-10-08 00:42:02.047105+00,2017-10-08 00:42:02.047128+00,113,12
819,23,1,2017-10-08 00:42:02.051646+00,2017-10-08 00:42:02.051668+00,172,6
820,23,4,2017-10-08 00:42:02.063401+00,2017-10-08 00:42:02.063425+00,209,12
821,23,3,2017-10-08 00:42:02.067614+00,2017-10-08 00:42:02.067636+00,156,12
628,23,2,2017-09-08 16:32:37.30753+00,2017-09-08 16:32:37.307553+00,7377,12
822,41,5,2017-10-19 21:09:23.385451+00,2017-10-19 21:09:23.385483+00,306,24
823,42,5,2017-10-19 21:12:53.67375+00,2017-10-19 21:12:53.673783+00,306,24
824,41,3,2017-10-27 01:25:55.055668+00,2017-10-27 01:25:55.055698+00,156,12
825,41,1,2017-10-27 01:25:55.064933+00,2017-10-27 01:25:55.064955+00,172,6
826,41,3,2017-10-27 01:25:55.070052+00,2017-10-27 01:25:55.070077+00,12,12
827,41,5,2017-10-27 01:25:55.076145+00,2017-10-27 01:25:55.076167+00,7474,18
828,41,3,2017-10-27 01:25:55.081432+00,2017-10-27 01:25:55.081456+00,7906,12
829,41,1,2017-10-27 01:25:55.08672+00,2017-10-27 01:25:55.086742+00,7378,18
830,41,2,2017-10-27 01:25:55.091943+00,2017-10-27 01:25:55.091966+00,114,12
831,41,1,2017-10-27 01:25:55.097125+00,2017-10-27 01:25:55.097147+00,7424,12
832,41,5,2017-10-27 01:25:55.102141+00,2017-10-27 01:25:55.102163+00,7483,18
833,41,3,2017-10-27 01:25:55.106857+00,2017-10-27 01:25:55.106877+00,7529,6
834,41,5,2017-10-27 01:25:55.111951+00,2017-10-27 01:25:55.111973+00,7651,12
835,41,4,2017-10-27 01:25:55.116906+00,2017-10-27 01:25:55.116928+00,6638,12
836,41,5,2017-10-27 01:25:55.123876+00,2017-10-27 01:25:55.123899+00,7421,12
837,41,4,2017-10-27 01:25:55.129363+00,2017-10-27 01:25:55.129399+00,7381,12
838,41,3,2017-10-27 01:25:55.134147+00,2017-10-27 01:25:55.13417+00,7507,12
839,41,5,2017-10-27 01:25:55.138933+00,2017-10-27 01:25:55.138958+00,7681,12
840,41,4,2017-10-27 01:25:55.144296+00,2017-10-27 01:25:55.144319+00,60,12
841,41,4,2017-10-27 01:25:55.149194+00,2017-10-27 01:25:55.149217+00,7907,12
842,41,3,2017-10-27 01:25:55.154128+00,2017-10-27 01:25:55.154151+00,586,12
843,41,4,2017-10-27 01:25:55.159075+00,2017-10-27 01:25:55.159097+00,7420,12
844,41,1,2017-10-27 01:25:55.163922+00,2017-10-27 01:25:55.163947+00,7377,6
845,41,2,2017-10-27 01:25:55.168879+00,2017-10-27 01:25:55.168901+00,57,12
846,41,5,2017-10-27 01:25:55.173962+00,2017-10-27 01:25:55.173987+00,7532,12
848,42,3,2017-10-27 02:44:09.629131+00,2017-10-27 02:44:09.629162+00,7529,6
849,42,5,2017-10-27 02:44:09.633604+00,2017-10-27 02:44:09.633629+00,7483,18
850,42,1,2017-10-27 02:44:09.63768+00,2017-10-27 02:44:09.637704+00,172,6
851,42,5,2017-10-27 02:44:09.642121+00,2017-10-27 02:44:09.642144+00,7421,12
852,42,3,2017-10-27 02:44:09.64702+00,2017-10-27 02:44:09.647043+00,7906,12
853,42,5,2017-10-27 02:44:09.65165+00,2017-10-27 02:44:09.651671+00,7681,12
854,42,4,2017-10-27 02:44:09.6558+00,2017-10-27 02:44:09.655821+00,6638,12
855,42,5,2017-10-27 02:44:09.660073+00,2017-10-27 02:44:09.660096+00,7474,18
856,42,4,2017-10-27 02:44:09.664141+00,2017-10-27 02:44:09.664164+00,7532,12
857,42,1,2017-10-27 02:44:09.667972+00,2017-10-27 02:44:09.667997+00,7378,18
858,42,3,2017-10-27 02:44:09.671878+00,2017-10-27 02:44:09.671901+00,12,12
859,42,2,2017-10-27 02:44:09.675916+00,2017-10-27 02:44:09.675939+00,57,12
860,42,1,2017-10-27 02:44:09.679722+00,2017-10-27 02:44:09.67975+00,7377,6
861,42,3,2017-10-27 02:44:09.683648+00,2017-10-27 02:44:09.683673+00,7642,12
862,42,5,2017-10-27 02:44:09.687813+00,2017-10-27 02:44:09.687838+00,7651,12
863,42,4,2017-10-27 02:44:09.691984+00,2017-10-27 02:44:09.692007+00,7420,12
864,42,1,2017-10-27 02:44:09.696137+00,2017-10-27 02:44:09.696159+00,7424,12
865,42,2,2017-10-27 02:44:09.700211+00,2017-10-27 02:44:09.700233+00,7895,12
866,42,3,2017-10-27 02:44:09.704048+00,2017-10-27 02:44:09.70407+00,7507,12
867,42,3,2017-10-27 02:44:09.708444+00,2017-10-27 02:44:09.708466+00,8390,12
868,42,2,2017-10-27 02:44:09.712372+00,2017-10-27 02:44:09.712395+00,7545,6
869,42,3,2017-10-27 02:44:09.716345+00,2017-10-27 02:44:09.716367+00,586,12
870,42,4,2017-10-27 02:44:09.720352+00,2017-10-27 02:44:09.720374+00,60,12
871,43,5,2017-11-16 17:42:39.504884+00,2017-11-16 17:42:39.504915+00,3,12
872,43,5,2017-11-16 17:42:39.504965+00,2017-11-16 17:42:39.504978+00,32,12
873,43,5,2017-11-16 17:42:39.505012+00,2017-11-16 17:42:39.505024+00,7537,12
874,43,5,2017-11-16 17:42:39.505057+00,2017-11-16 17:42:39.505069+00,7825,6
875,43,4,2017-11-16 17:42:39.505102+00,2017-11-16 17:42:39.505114+00,7384,12
876,43,4,2017-11-16 17:42:39.505151+00,2017-11-16 17:42:39.505164+00,3184,12
877,43,4,2017-11-16 17:42:39.505198+00,2017-11-16 17:42:39.505209+00,211,6
878,43,5,2017-11-16 17:42:39.505242+00,2017-11-16 17:42:39.505254+00,7379,12
879,43,3,2017-11-16 17:42:39.505288+00,2017-11-16 17:42:39.505299+00,7378,12
880,43,3,2017-11-16 17:42:39.505334+00,2017-11-16 17:42:39.505345+00,7443,12
881,43,2,2017-11-16 17:42:39.505379+00,2017-11-16 17:42:39.505406+00,156,6
882,43,4,2017-11-16 17:42:39.505444+00,2017-11-16 17:42:39.505456+00,7423,12
883,43,3,2017-11-16 17:42:39.505489+00,2017-11-16 17:42:39.5055+00,7419,6
884,43,3,2017-11-16 17:42:39.505533+00,2017-11-16 17:42:39.505545+00,7420,12
885,43,5,2017-11-16 17:42:39.505578+00,2017-11-16 17:42:39.50559+00,858,12
886,43,5,2017-11-16 17:42:39.505623+00,2017-11-16 17:42:39.505635+00,7428,12
887,43,3,2017-11-16 17:42:39.505668+00,2017-11-16 17:42:39.505679+00,402,6
888,43,4,2017-11-16 17:42:39.505712+00,2017-11-16 17:42:39.505724+00,7525,12
889,43,4,2017-11-16 17:42:39.505757+00,2017-11-16 17:42:39.505769+00,304,12
890,43,3,2017-11-16 17:42:39.505802+00,2017-11-16 17:42:39.505813+00,127,12
891,43,5,2017-11-16 17:42:39.505846+00,2017-11-16 17:42:39.505858+00,7,12
892,43,5,2017-11-16 17:42:39.505891+00,2017-11-16 17:42:39.505903+00,7536,12
893,43,2,2017-11-16 17:42:39.505936+00,2017-11-16 17:42:39.505948+00,57,6
894,44,5,2017-11-29 19:45:27.189817+00,2017-11-29 19:45:27.189848+00,7532,12
895,45,5,2017-12-09 19:05:10.266209+00,2017-12-09 19:05:10.266239+00,105,24
896,10,3,2017-12-12 17:14:05.292103+00,2017-12-12 17:14:05.292136+00,127,12
897,10,4,2017-12-12 17:14:05.297898+00,2017-12-12 17:14:05.297921+00,785,12
898,10,5,2017-12-12 17:14:05.302634+00,2017-12-12 17:14:05.302657+00,7379,18
899,10,2,2017-12-12 17:14:05.308166+00,2017-12-12 17:14:05.308191+00,7381,12
900,10,3,2017-12-12 17:14:05.312853+00,2017-12-12 17:14:05.312876+00,7734,12
901,10,3,2017-12-12 17:14:05.317566+00,2017-12-12 17:14:05.317589+00,7385,12
902,10,3,2017-12-12 17:14:05.322236+00,2017-12-12 17:14:05.322261+00,7384,12
903,10,3,2017-12-12 17:14:05.327059+00,2017-12-12 17:14:05.327083+00,7671,12
904,10,2,2017-12-12 17:14:05.331944+00,2017-12-12 17:14:05.331971+00,7375,6
1034,51,4,2018-02-09 18:48:49.350653+00,2018-02-09 18:48:49.350689+00,7384,12
906,10,3,2017-12-12 17:51:15.822239+00,2017-12-12 17:51:15.822272+00,7423,12
907,10,4,2017-12-12 17:51:15.827757+00,2017-12-12 17:51:15.82778+00,7383,12
908,10,3,2017-12-12 17:51:15.83146+00,2017-12-12 17:51:15.831483+00,176,12
909,10,2,2017-12-12 17:51:15.836074+00,2017-12-12 17:51:15.836097+00,7420,12
910,10,1,2017-12-12 17:51:15.839753+00,2017-12-12 17:51:15.839776+00,57,6
911,10,2,2017-12-12 17:51:15.844231+00,2017-12-12 17:51:15.844253+00,7,6
1036,51,5,2018-02-09 18:48:49.361892+00,2018-02-09 18:48:49.36192+00,3,18
1037,51,5,2018-02-09 18:48:49.366013+00,2018-02-09 18:48:49.366038+00,32,18
1038,51,4,2018-02-09 18:48:49.369951+00,2018-02-09 18:48:49.369976+00,7423,12
1013,48,3,2018-01-29 16:57:33.374894+00,2018-01-29 16:57:33.374917+00,7420,12
1039,50,3,2018-02-20 20:08:11.814531+00,2018-02-20 20:08:11.814565+00,3,12
1040,50,4,2018-02-20 20:08:11.825074+00,2018-02-20 20:08:11.825098+00,7496,12
1041,50,5,2018-02-20 20:08:11.830069+00,2018-02-20 20:08:11.830094+00,7460,12
1042,50,2,2018-02-20 20:08:11.835006+00,2018-02-20 20:08:11.835041+00,211,6
1043,50,2,2018-02-20 20:08:11.840298+00,2018-02-20 20:08:11.840322+00,7384,12
1044,50,4,2018-02-20 20:08:11.844984+00,2018-02-20 20:08:11.845008+00,114,12
1045,50,3,2018-02-20 20:08:11.849976+00,2018-02-20 20:08:11.85+00,492,12
1046,50,3,2018-02-20 20:08:11.855345+00,2018-02-20 20:08:11.855368+00,66,6
1047,50,2,2018-02-20 20:08:11.860177+00,2018-02-20 20:08:11.860202+00,402,6
1048,50,2,2018-02-20 20:08:11.865235+00,2018-02-20 20:08:11.865258+00,404,6
1049,50,1,2018-02-20 20:08:11.870041+00,2018-02-20 20:08:11.870063+00,7378,12
1050,50,5,2018-02-20 20:08:11.874902+00,2018-02-20 20:08:11.874926+00,304,12
1051,50,4,2018-02-20 20:08:11.879822+00,2018-02-20 20:08:11.879847+00,7425,6
1052,50,5,2018-02-20 20:08:11.884472+00,2018-02-20 20:08:11.884497+00,178,12
1053,50,3,2018-02-20 20:08:11.889285+00,2018-02-20 20:08:11.88931+00,166,12
912,36,3,2017-12-21 15:44:19.596512+00,2017-12-21 15:44:19.596543+00,6592,12
953,46,1,2018-01-09 13:35:38.125839+00,2018-01-09 13:35:38.130933+00,57,6
954,46,5,2018-01-09 13:35:38.138546+00,2018-01-09 13:35:38.143136+00,7379,18
955,46,4,2018-01-09 13:35:38.150735+00,2018-01-09 13:35:38.155001+00,7383,12
956,46,2,2018-01-09 13:35:38.162586+00,2018-01-09 13:35:38.166645+00,7,6
957,46,3,2018-01-09 13:35:38.174234+00,2018-01-09 13:35:38.178293+00,7384,12
958,46,3,2018-01-09 13:35:38.186006+00,2018-01-09 13:35:38.191282+00,127,12
959,46,2,2018-01-09 13:35:38.198933+00,2018-01-09 13:35:38.20306+00,114,12
960,46,2,2018-01-09 13:35:38.210835+00,2018-01-09 13:35:38.215068+00,7381,12
961,46,3,2018-01-09 13:35:38.222924+00,2018-01-09 13:35:38.227015+00,7671,12
962,46,2,2018-01-09 13:35:38.234688+00,2018-01-09 13:35:38.23866+00,7420,12
963,46,2,2018-01-09 13:35:38.246194+00,2018-01-09 13:35:38.250158+00,3,18
964,46,2,2018-01-09 13:35:38.257794+00,2018-01-09 13:35:38.261869+00,32,12
965,46,3,2018-01-09 13:35:38.269551+00,2018-01-09 13:35:38.273723+00,7734,12
1054,50,3,2018-02-20 20:08:11.894051+00,2018-02-20 20:08:11.894075+00,7420,12
1055,50,3,2018-02-20 20:08:11.899619+00,2018-02-20 20:08:11.899644+00,190,6
1059,36,2,2018-02-27 19:50:36.465795+00,2018-02-27 19:50:36.465819+00,116,12
1060,36,4,2018-02-27 19:50:36.471022+00,2018-02-27 19:50:36.471046+00,7841,12
1061,36,4,2018-02-27 19:50:36.4761+00,2018-02-27 19:50:36.476124+00,7455,12
1062,36,3,2018-02-27 19:50:36.481056+00,2018-02-27 19:50:36.48108+00,8455,12
1063,36,4,2018-02-27 19:50:36.486202+00,2018-02-27 19:50:36.486226+00,178,6
1064,36,3,2018-02-27 19:50:36.491244+00,2018-02-27 19:50:36.491273+00,7606,6
1065,36,3,2018-02-27 19:50:36.495903+00,2018-02-27 19:50:36.49593+00,7442,12
1066,36,2,2018-02-27 19:50:36.501083+00,2018-02-27 19:50:36.501107+00,7463,12
1067,36,2,2018-02-28 13:45:43.73896+00,2018-02-28 13:45:43.738994+00,7414,6
1068,36,1,2018-02-28 13:45:43.745855+00,2018-02-28 13:45:43.74588+00,7704,6
1069,36,2,2018-02-28 13:45:43.75088+00,2018-02-28 13:45:43.750909+00,32,6
1070,36,2,2018-02-28 13:45:43.755702+00,2018-02-28 13:45:43.755746+00,7718,6
989,47,4,2018-01-09 13:37:13.936958+00,2018-01-09 13:37:13.943157+00,7384,12
990,47,5,2018-01-09 13:37:13.952612+00,2018-01-09 13:37:13.957959+00,858,12
991,47,4,2018-01-09 13:37:13.966823+00,2018-01-09 13:37:13.971955+00,304,12
992,47,3,2018-01-09 13:37:13.98114+00,2018-01-09 13:37:13.986202+00,127,12
993,47,5,2018-01-09 13:37:13.995906+00,2018-01-09 13:37:14.001744+00,7825,6
994,47,5,2018-01-09 13:37:14.010668+00,2018-01-09 13:37:14.015888+00,7428,12
995,47,3,2018-01-09 13:37:14.026495+00,2018-01-09 13:37:14.031675+00,402,6
996,47,5,2018-01-09 13:37:14.041174+00,2018-01-09 13:37:14.046267+00,7,12
997,47,2,2018-01-09 13:37:14.055525+00,2018-01-09 13:37:14.060924+00,156,6
998,47,4,2018-01-09 13:37:14.070305+00,2018-01-09 13:37:14.0762+00,7525,12
999,47,4,2018-01-09 13:37:14.085517+00,2018-01-09 13:37:14.090365+00,211,6
1000,47,3,2018-01-09 13:37:14.099743+00,2018-01-09 13:37:14.105027+00,7420,12
1001,47,4,2018-01-09 13:37:14.114556+00,2018-01-09 13:37:14.119883+00,3184,12
1002,47,5,2018-01-09 13:37:14.129422+00,2018-01-09 13:37:14.135183+00,3,12
1003,47,3,2018-01-09 13:37:14.144807+00,2018-01-09 13:37:14.149849+00,7378,12
1004,47,3,2018-01-09 13:37:14.159051+00,2018-01-09 13:37:14.164348+00,7419,6
1005,47,2,2018-01-09 13:37:14.173711+00,2018-01-09 13:37:14.179059+00,57,6
1006,47,5,2018-01-09 13:37:14.188756+00,2018-01-09 13:37:14.193857+00,7537,12
1007,47,5,2018-01-09 13:37:14.203231+00,2018-01-09 13:37:14.208581+00,7379,12
1008,47,5,2018-01-09 13:37:14.218039+00,2018-01-09 13:37:14.223338+00,7536,12
1009,47,4,2018-01-09 13:37:14.232938+00,2018-01-09 13:37:14.238054+00,7423,12
1010,47,5,2018-01-09 13:37:14.247308+00,2018-01-09 13:37:14.252502+00,32,12
1011,47,3,2018-01-09 13:37:14.261546+00,2018-01-09 13:37:14.266531+00,7443,12
1071,52,4,2018-03-05 22:47:30.396858+00,2018-03-05 22:47:30.396893+00,7420,12
1072,52,2,2018-03-05 23:01:25.94047+00,2018-03-05 23:01:25.940505+00,306,12
1073,52,4,2018-03-05 23:01:25.990139+00,2018-03-05 23:01:25.990177+00,6633,12
1074,52,2,2018-03-05 23:01:26.014476+00,2018-03-05 23:01:26.014515+00,166,12
1075,52,4,2018-03-05 23:01:26.027215+00,2018-03-05 23:01:26.027247+00,156,12
1076,52,4,2018-03-05 23:01:26.03723+00,2018-03-05 23:01:26.037261+00,7496,12
1077,53,5,2018-03-16 14:04:50.62931+00,2018-03-16 14:04:50.629343+00,7474,12
1078,53,2,2018-03-16 14:04:50.634537+00,2018-03-16 14:04:50.63456+00,57,6
1079,54,5,2018-03-16 16:34:59.98402+00,2018-03-16 16:34:59.984052+00,6633,6
1080,54,1,2018-03-16 16:34:59.990018+00,2018-03-16 16:34:59.990041+00,57,6
1081,53,2,2018-03-20 22:53:21.020664+00,2018-03-20 22:53:21.020698+00,20,6
1082,53,4,2018-03-20 22:53:21.02829+00,2018-03-20 22:53:21.028314+00,203,12
1083,53,4,2018-03-20 22:53:21.034122+00,2018-03-20 22:53:21.034147+00,6633,6
1084,53,1,2018-03-20 22:53:21.039508+00,2018-03-20 22:53:21.039531+00,153,6
1085,53,5,2018-03-20 22:53:21.044157+00,2018-03-20 22:53:21.044181+00,502,12
1086,53,3,2018-03-20 22:53:21.048947+00,2018-03-20 22:53:21.048971+00,7420,12
1087,53,2,2018-03-20 22:53:21.053936+00,2018-03-20 22:53:21.053961+00,7518,6
1088,55,2,2018-03-29 00:38:02.323354+00,2018-03-29 00:38:02.32339+00,402,6
1089,55,2,2018-03-29 00:38:02.336773+00,2018-03-29 00:38:02.336812+00,57,6
1090,55,3,2018-03-29 00:38:02.341103+00,2018-03-29 00:38:02.341129+00,114,6
1091,55,5,2018-03-29 00:38:02.345088+00,2018-03-29 00:38:02.345116+00,7420,12
1092,55,5,2018-03-29 00:49:21.375956+00,2018-03-29 00:49:21.375989+00,7378,12
1093,55,3,2018-03-29 00:49:21.382464+00,2018-03-29 00:49:21.382489+00,7474,6
1094,55,2,2018-03-29 00:49:21.387154+00,2018-03-29 00:49:21.387179+00,79,6
1095,55,3,2018-03-29 00:49:21.39188+00,2018-03-29 00:49:21.391904+00,7483,6
1096,55,3,2018-03-29 00:49:21.396438+00,2018-03-29 00:49:21.396462+00,203,12
1097,56,4,2018-04-24 16:40:23.999924+00,2018-04-24 16:40:23.999956+00,6635,6
1098,56,4,2018-04-24 16:40:24.009081+00,2018-04-24 16:40:24.009111+00,7529,6
1099,56,2,2018-04-24 16:40:24.013661+00,2018-04-24 16:40:24.013687+00,166,6
1100,56,4,2018-04-24 16:40:24.017744+00,2018-04-24 16:40:24.017767+00,156,6
1101,56,3,2018-04-24 16:40:24.021279+00,2018-04-24 16:40:24.021302+00,6633,6
