id,job_id,default_weightage,date_created,date_updated,skill_id,experience_months
249,5,4,2017-04-05 16:51:20.478662+00,2017-04-05 16:51:20.478688+00,6639,12
250,5,5,2017-04-05 16:51:20.482689+00,2017-04-05 16:51:20.482714+00,756,6
251,5,5,2017-04-05 16:51:20.486683+00,2017-04-05 16:51:20.486709+00,6635,12
252,5,5,2017-04-05 16:51:20.490737+00,2017-04-05 16:51:20.490763+00,6634,6
253,5,3,2017-04-05 16:51:20.494651+00,2017-04-05 16:51:20.494677+00,6630,6
254,5,5,2017-04-05 16:51:20.498604+00,2017-04-05 16:51:20.498633+00,6637,12
255,5,5,2017-04-05 16:51:20.502574+00,2017-04-05 16:51:20.502601+00,6633,12
256,5,3,2017-04-05 16:51:20.506553+00,2017-04-05 16:51:20.506578+00,6628,6
263,7,4,2017-04-07 14:59:02.877005+00,2017-04-07 14:59:02.877044+00,6642,6
260,4,5,2017-04-06 22:10:36.476133+00,2017-04-06 22:10:36.476171+00,235,12
261,4,5,2017-04-06 22:10:36.48409+00,2017-04-06 22:10:36.484116+00,190,12
264,1,2,2017-04-07 15:08:47.193216+00,2017-04-07 15:08:47.193255+00,190,12
265,1,3,2017-04-07 15:08:47.205306+00,2017-04-07 15:08:47.205344+00,756,12
266,1,2,2017-04-07 15:08:47.221748+00,2017-04-07 15:08:47.221787+00,235,12
259,1,2,2017-04-06 21:04:33.018887+00,2017-04-06 21:04:33.018919+00,6642,6
258,1,2,2017-04-06 21:04:33.008802+00,2017-04-06 21:04:33.008831+00,225,6
267,4,2,2017-04-07 15:13:15.937423+00,2017-04-07 15:13:15.937462+00,52,12
268,4,2,2017-04-07 15:13:15.945859+00,2017-04-07 15:13:15.945895+00,513,6
269,5,3,2017-04-07 15:17:45.342747+00,2017-04-07 15:17:45.342784+00,243,6
270,5,3,2017-04-07 15:17:45.352284+00,2017-04-07 15:17:45.352313+00,513,6
271,8,5,2017-04-07 16:25:54.313345+00,2017-04-07 16:25:54.313384+00,225,6
273,8,2,2017-04-07 16:25:54.334989+00,2017-04-07 16:25:54.335016+00,79,12
274,8,5,2017-04-07 16:25:54.34073+00,2017-04-07 16:25:54.340757+00,6642,6
275,8,1,2017-04-07 16:25:54.347029+00,2017-04-07 16:25:54.347055+00,31,12
272,8,4,2017-04-07 16:25:54.329093+00,2017-04-07 16:25:54.329132+00,252,12
356,16,5,2017-06-06 16:10:02.842024+00,2017-06-06 16:10:02.842057+00,3,18
357,16,5,2017-06-06 16:10:02.846461+00,2017-06-06 16:10:02.846489+00,6638,12
358,16,3,2017-06-06 16:10:02.8507+00,2017-06-06 16:10:02.850724+00,7495,6
359,16,3,2017-06-06 16:10:02.854773+00,2017-06-06 16:10:02.854798+00,7442,6
363,5,3,2017-06-15 16:20:16.159116+00,2017-06-15 16:20:16.159146+00,306,12
364,5,2,2017-06-15 16:20:16.164336+00,2017-06-15 16:20:16.16437+00,283,12
365,5,4,2017-06-15 16:20:16.168451+00,2017-06-15 16:20:16.168474+00,311,6
366,5,5,2017-06-15 16:20:16.172583+00,2017-06-15 16:20:16.172606+00,57,6
367,5,5,2017-06-15 16:20:16.177052+00,2017-06-15 16:20:16.177077+00,304,12
368,5,2,2017-06-15 16:20:16.181213+00,2017-06-15 16:20:16.181237+00,176,12
369,5,3,2017-06-15 16:20:16.200946+00,2017-06-15 16:20:16.20097+00,105,6
372,19,4,2017-06-16 21:35:55.657855+00,2017-06-16 21:35:55.657887+00,794,12
379,11,2,2017-06-18 03:10:28.959382+00,2017-06-18 03:10:28.959411+00,32,12
380,11,5,2017-06-18 03:10:28.964917+00,2017-06-18 03:10:28.964939+00,20,12
381,11,3,2017-06-18 03:10:28.96903+00,2017-06-18 03:10:28.969052+00,28,12
382,11,5,2017-06-18 03:10:28.973246+00,2017-06-18 03:10:28.973267+00,57,12
383,11,2,2017-06-18 03:10:28.977269+00,2017-06-18 03:10:28.977291+00,170,12
384,11,2,2017-06-18 03:10:28.981402+00,2017-06-18 03:10:28.981423+00,13,12
385,11,5,2017-06-18 03:10:28.985799+00,2017-06-18 03:10:28.985822+00,2,18
386,11,5,2017-06-18 03:10:28.989849+00,2017-06-18 03:10:28.989871+00,202,12
387,11,5,2017-06-18 03:10:28.993972+00,2017-06-18 03:10:28.993997+00,182,18
388,11,4,2017-06-18 03:10:28.998377+00,2017-06-18 03:10:28.9984+00,60,12
389,11,2,2017-06-18 03:10:29.00271+00,2017-06-18 03:10:29.002732+00,203,12
390,11,4,2017-06-18 03:10:29.006529+00,2017-06-18 03:10:29.006552+00,52,12
391,11,4,2017-06-18 03:10:29.011342+00,2017-06-18 03:10:29.011367+00,66,12
392,11,4,2017-06-18 03:10:29.015397+00,2017-06-18 03:10:29.015421+00,252,12
393,11,4,2017-06-18 03:10:29.019854+00,2017-06-18 03:10:29.019876+00,291,12
394,11,2,2017-06-18 03:10:29.033562+00,2017-06-18 03:10:29.033584+00,3,12
395,11,3,2017-06-18 03:10:29.037714+00,2017-06-18 03:10:29.037737+00,31,12
321,12,1,2017-05-25 23:38:50.277146+00,2017-05-25 23:38:50.277172+00,114,12
430,14,5,2017-06-18 03:38:31.154799+00,2017-06-18 03:38:31.154826+00,2,18
322,12,1,2017-05-25 23:38:50.282335+00,2017-05-25 23:38:50.282358+00,190,12
320,12,1,2017-05-25 23:38:50.270475+00,2017-05-25 23:38:50.270521+00,235,12
323,12,2,2017-05-25 23:38:50.286465+00,2017-05-25 23:38:50.286491+00,79,12
424,13,4,2017-06-18 03:32:27.084688+00,2017-06-18 03:32:27.08471+00,14,12
425,13,3,2017-06-18 03:32:27.089206+00,2017-06-18 03:32:27.089228+00,70,12
426,13,5,2017-06-18 03:32:27.093122+00,2017-06-18 03:32:27.093144+00,31,18
427,13,5,2017-06-18 03:32:27.097256+00,2017-06-18 03:32:27.097278+00,252,12
431,14,3,2017-06-18 03:38:31.159494+00,2017-06-18 03:38:31.159517+00,203,12
432,14,5,2017-06-18 03:38:31.164575+00,2017-06-18 03:38:31.1646+00,182,18
433,14,3,2017-06-18 03:38:31.183519+00,2017-06-18 03:38:31.183548+00,170,12
434,14,3,2017-06-18 03:38:31.188013+00,2017-06-18 03:38:31.188036+00,66,6
435,14,5,2017-06-18 03:38:31.192142+00,2017-06-18 03:38:31.192164+00,52,12
436,14,3,2017-06-18 03:38:31.196319+00,2017-06-18 03:38:31.196341+00,176,12
437,14,4,2017-06-18 03:38:31.200439+00,2017-06-18 03:38:31.200463+00,13,12
438,14,4,2017-06-18 03:38:31.204875+00,2017-06-18 03:38:31.204898+00,211,12
439,14,5,2017-06-18 03:38:31.209021+00,2017-06-18 03:38:31.209043+00,3,18
440,14,5,2017-06-18 03:38:31.214254+00,2017-06-18 03:38:31.214277+00,252,12
441,14,4,2017-06-18 03:38:31.218372+00,2017-06-18 03:38:31.2184+00,14,12
442,14,5,2017-06-18 03:38:31.222303+00,2017-06-18 03:38:31.222325+00,32,18
443,14,4,2017-06-18 03:38:31.226409+00,2017-06-18 03:38:31.226432+00,57,12
328,14,1,2017-05-25 23:48:07.426384+00,2017-05-25 23:48:07.426419+00,190,12
444,15,3,2017-06-18 03:47:44.068391+00,2017-06-18 03:47:44.068422+00,28,12
445,15,4,2017-06-18 03:47:44.074648+00,2017-06-18 03:47:44.07467+00,3,12
446,15,5,2017-06-18 03:47:44.080953+00,2017-06-18 03:47:44.080978+00,252,18
447,15,2,2017-06-18 03:47:44.085605+00,2017-06-18 03:47:44.085629+00,203,12
448,15,5,2017-06-18 03:47:44.09043+00,2017-06-18 03:47:44.090452+00,34,12
449,15,2,2017-06-18 03:47:44.105095+00,2017-06-18 03:47:44.105118+00,170,12
450,15,5,2017-06-18 03:47:44.109476+00,2017-06-18 03:47:44.109498+00,52,18
451,15,5,2017-06-18 03:47:44.113707+00,2017-06-18 03:47:44.113741+00,57,12
452,15,5,2017-06-18 03:47:44.130001+00,2017-06-18 03:47:44.130025+00,182,18
453,15,5,2017-06-18 03:47:44.134339+00,2017-06-18 03:47:44.134361+00,240,12
454,15,4,2017-06-18 03:47:44.138701+00,2017-06-18 03:47:44.138724+00,20,12
455,15,5,2017-06-18 03:47:44.142733+00,2017-06-18 03:47:44.142755+00,306,18
456,15,5,2017-06-18 03:47:44.147572+00,2017-06-18 03:47:44.147595+00,14,12
457,15,4,2017-06-18 03:47:44.151689+00,2017-06-18 03:47:44.151712+00,66,12
458,15,5,2017-06-18 03:47:44.155918+00,2017-06-18 03:47:44.155942+00,30,18
459,15,5,2017-06-18 03:47:44.160222+00,2017-06-18 03:47:44.160244+00,2,18
460,17,3,2017-06-18 03:56:11.95093+00,2017-06-18 03:56:11.950963+00,7480,6
462,17,5,2017-06-18 03:56:11.972543+00,2017-06-18 03:56:11.972565+00,954,12
463,17,5,2017-06-18 03:56:11.977258+00,2017-06-18 03:56:11.97728+00,794,12
464,17,5,2017-06-18 03:56:11.981561+00,2017-06-18 03:56:11.981584+00,153,12
466,17,3,2017-06-18 03:56:11.991456+00,2017-06-18 03:56:11.991478+00,45,12
1029,49,5,2018-01-31 08:06:52.061765+00,2018-01-31 08:06:52.061796+00,188,12
470,18,5,2017-06-18 04:02:50.605436+00,2017-06-18 04:02:50.605472+00,172,12
471,18,3,2017-06-18 04:02:50.610092+00,2017-06-18 04:02:50.610114+00,189,12
472,18,5,2017-06-18 04:02:50.614199+00,2017-06-18 04:02:50.614221+00,7480,12
473,18,5,2017-06-18 04:02:50.618779+00,2017-06-18 04:02:50.618801+00,153,12
1030,49,5,2018-01-31 08:06:52.069188+00,2018-01-31 08:06:52.069211+00,7438,12
475,19,5,2017-06-18 04:07:10.287644+00,2017-06-18 04:07:10.287674+00,7784,12
476,19,5,2017-06-18 04:07:10.293244+00,2017-06-18 04:07:10.293267+00,153,12
478,19,5,2017-06-18 04:07:10.302576+00,2017-06-18 04:07:10.302598+00,7480,12
479,19,4,2017-06-18 04:07:10.306943+00,2017-06-18 04:07:10.306965+00,45,12
481,20,3,2017-06-18 04:11:33.989895+00,2017-06-18 04:11:33.989926+00,7518,6
482,20,3,2017-06-18 04:11:33.995582+00,2017-06-18 04:11:33.995604+00,7480,6
484,20,5,2017-06-18 04:11:34.004263+00,2017-06-18 04:11:34.004285+00,45,12
485,20,3,2017-06-18 04:11:34.008486+00,2017-06-18 04:11:34.008511+00,189,6
486,20,4,2017-06-18 04:13:09.707025+00,2017-06-18 04:13:09.707056+00,954,12
477,19,3,2017-06-18 04:07:10.298033+00,2017-06-18 04:07:10.298055+00,954,6
488,17,3,2017-07-05 17:58:41.439546+00,2017-07-05 17:58:41.439578+00,113,6
489,17,4,2017-07-06 21:32:57.782628+00,2017-07-06 21:32:57.782659+00,7377,6
490,17,2,2017-07-06 21:45:17.166469+00,2017-07-06 21:45:17.166501+00,172,6
491,18,5,2017-07-06 21:55:34.926968+00,2017-07-06 21:55:34.927002+00,165,6
492,18,3,2017-07-06 21:55:34.932215+00,2017-07-06 21:55:34.93224+00,45,6
493,18,4,2017-07-06 21:55:34.936614+00,2017-07-06 21:55:34.936638+00,7524,6
487,19,4,2017-07-05 15:33:11.037269+00,2017-07-05 15:33:11.0373+00,113,6
480,19,4,2017-06-18 04:07:10.3115+00,2017-06-18 04:07:10.311523+00,7524,12
483,20,5,2017-06-18 04:11:33.999764+00,2017-06-18 04:11:33.999786+00,971,12
494,17,3,2017-07-06 22:31:38.808157+00,2017-07-06 22:31:38.808189+00,6,6
469,18,4,2017-06-18 04:02:50.599501+00,2017-06-18 04:02:50.599526+00,954,12
495,19,4,2017-07-06 22:56:04.775423+00,2017-07-06 22:56:04.775454+00,6,6
497,20,4,2017-07-06 23:36:16.018475+00,2017-07-06 23:36:16.018547+00,7456,6
498,20,4,2017-07-06 23:36:16.02415+00,2017-07-06 23:36:16.024173+00,188,6
499,17,4,2017-07-13 15:30:55.61515+00,2017-07-13 15:30:55.615193+00,165,6
500,17,5,2017-07-13 15:42:26.69966+00,2017-07-13 15:42:26.699691+00,298,6
461,17,4,2017-06-18 03:56:11.956588+00,2017-06-18 03:56:11.956609+00,7524,12
1017,48,2,2018-01-29 16:57:33.392256+00,2018-01-29 16:57:33.392278+00,127,24
1031,50,2,2018-02-09 09:02:18.767901+00,2018-02-09 09:02:18.767936+00,57,6
504,18,4,2017-08-10 17:43:17.023165+00,2017-08-10 17:43:17.023196+00,348,6
505,22,5,2017-08-12 22:40:32.825517+00,2017-08-12 22:40:32.825548+00,311,6
508,24,3,2017-08-16 22:50:29.22856+00,2017-08-16 22:50:29.228591+00,45,12
509,24,4,2017-08-16 22:50:29.236405+00,2017-08-16 22:50:29.236431+00,165,6
510,24,4,2017-08-16 22:50:29.243444+00,2017-08-16 22:50:29.243467+00,7524,12
511,24,2,2017-08-16 22:50:29.250314+00,2017-08-16 22:50:29.250335+00,172,6
512,24,3,2017-08-16 22:50:29.258854+00,2017-08-16 22:50:29.258877+00,7480,6
513,24,3,2017-08-16 22:50:29.265324+00,2017-08-16 22:50:29.26536+00,113,6
514,24,5,2017-08-16 22:50:29.271689+00,2017-08-16 22:50:29.271712+00,954,12
515,24,5,2017-08-16 22:50:29.278079+00,2017-08-16 22:50:29.278102+00,298,6
516,24,5,2017-08-16 22:50:29.285515+00,2017-08-16 22:50:29.285536+00,794,12
517,24,3,2017-08-16 22:50:29.299908+00,2017-08-16 22:50:29.299928+00,6,6
518,24,5,2017-08-16 22:50:29.30642+00,2017-08-16 22:50:29.306442+00,153,12
519,24,4,2017-08-16 22:50:29.312702+00,2017-08-16 22:50:29.312727+00,7377,6
522,25,4,2017-08-16 23:03:05.262214+00,2017-08-16 23:03:05.262245+00,954,12
523,25,4,2017-08-16 23:03:05.270143+00,2017-08-16 23:03:05.270166+00,7524,6
524,25,4,2017-08-16 23:03:05.276626+00,2017-08-16 23:03:05.276649+00,348,6
525,25,3,2017-08-16 23:03:05.282992+00,2017-08-16 23:03:05.283016+00,189,12
526,25,3,2017-08-16 23:03:05.289534+00,2017-08-16 23:03:05.289559+00,45,6
527,25,5,2017-08-16 23:03:05.296936+00,2017-08-16 23:03:05.296959+00,153,12
528,25,5,2017-08-16 23:03:05.303428+00,2017-08-16 23:03:05.303455+00,7480,12
529,25,5,2017-08-16 23:03:05.309792+00,2017-08-16 23:03:05.309815+00,172,12
530,25,5,2017-08-16 23:03:05.327976+00,2017-08-16 23:03:05.328006+00,165,6
531,26,4,2017-08-16 23:23:20.011135+00,2017-08-16 23:23:20.011165+00,45,12
532,26,4,2017-08-16 23:23:20.025211+00,2017-08-16 23:23:20.025237+00,7524,12
533,26,4,2017-08-16 23:23:20.031773+00,2017-08-16 23:23:20.031796+00,794,12
534,26,5,2017-08-16 23:23:20.046133+00,2017-08-16 23:23:20.046156+00,7784,12
535,26,5,2017-08-16 23:23:20.058294+00,2017-08-16 23:23:20.058321+00,153,12
536,26,4,2017-08-16 23:23:20.065481+00,2017-08-16 23:23:20.065505+00,6,6
537,26,5,2017-08-16 23:23:20.071869+00,2017-08-16 23:23:20.071894+00,7480,12
538,26,4,2017-08-16 23:23:20.078291+00,2017-08-16 23:23:20.078315+00,113,6
539,26,3,2017-08-16 23:23:20.084611+00,2017-08-16 23:23:20.084634+00,954,6
540,26,3,2017-08-16 23:26:05.572034+00,2017-08-16 23:26:05.572064+00,7518,6
541,27,5,2017-08-16 23:39:17.7058+00,2017-08-16 23:39:17.705834+00,971,12
542,27,5,2017-08-16 23:39:18.298051+00,2017-08-16 23:39:18.298085+00,45,12
543,27,4,2017-08-16 23:39:18.806441+00,2017-08-16 23:39:18.806484+00,188,6
544,27,3,2017-08-16 23:39:19.28864+00,2017-08-16 23:39:19.288671+00,7480,6
545,27,4,2017-08-16 23:39:20.312835+00,2017-08-16 23:39:20.312868+00,7456,6
546,27,3,2017-08-16 23:39:21.068595+00,2017-08-16 23:39:21.068626+00,7518,6
547,27,3,2017-08-16 23:39:23.167528+00,2017-08-16 23:39:23.167559+00,189,6
548,27,4,2017-08-16 23:39:24.64385+00,2017-08-16 23:39:24.643883+00,954,12
549,27,5,2017-08-16 23:39:26.125362+00,2017-08-16 23:39:26.125399+00,794,12
550,28,5,2017-08-25 15:27:52.021154+00,2017-08-25 15:27:52.021185+00,172,12
551,28,5,2017-08-25 15:27:52.029073+00,2017-08-25 15:27:52.029096+00,7480,12
552,28,3,2017-08-25 15:27:52.035605+00,2017-08-25 15:27:52.035628+00,45,6
553,28,4,2017-08-25 15:27:52.042346+00,2017-08-25 15:27:52.042369+00,348,6
554,28,3,2017-08-25 15:27:52.048761+00,2017-08-25 15:27:52.048784+00,189,12
555,28,4,2017-08-25 15:27:52.055187+00,2017-08-25 15:27:52.055212+00,7524,6
556,28,4,2017-08-25 15:27:52.061557+00,2017-08-25 15:27:52.061579+00,954,12
557,28,5,2017-08-25 15:27:52.068622+00,2017-08-25 15:27:52.068645+00,153,12
558,28,5,2017-08-25 15:27:52.074731+00,2017-08-25 15:27:52.074754+00,165,6
559,29,3,2017-08-25 15:43:50.887947+00,2017-08-25 15:43:50.887978+00,113,6
560,29,5,2017-08-25 15:43:50.893899+00,2017-08-25 15:43:50.893922+00,298,6
561,29,4,2017-08-25 15:43:50.899125+00,2017-08-25 15:43:50.899146+00,7524,12
562,29,5,2017-08-25 15:43:50.903363+00,2017-08-25 15:43:50.903385+00,153,12
563,29,5,2017-08-25 15:43:50.907687+00,2017-08-25 15:43:50.907713+00,954,12
564,29,3,2017-08-25 15:43:50.913015+00,2017-08-25 15:43:50.913038+00,6,6
565,29,4,2017-08-25 15:43:50.917433+00,2017-08-25 15:43:50.917455+00,165,6
566,29,3,2017-08-25 15:43:50.921813+00,2017-08-25 15:43:50.921836+00,7480,6
567,29,5,2017-08-25 15:43:50.926285+00,2017-08-25 15:43:50.926308+00,794,12
568,29,2,2017-08-25 15:43:50.930944+00,2017-08-25 15:43:50.930966+00,172,6
569,29,3,2017-08-25 15:43:50.935282+00,2017-08-25 15:43:50.935306+00,45,12
570,29,4,2017-08-25 15:43:50.939635+00,2017-08-25 15:43:50.93966+00,7377,6
1032,50,5,2018-02-09 09:02:18.77501+00,2018-02-09 09:02:18.775039+00,6592,12
1033,50,5,2018-02-09 09:02:18.781283+00,2018-02-09 09:02:18.781316+00,7525,12
599,32,4,2017-09-07 19:10:35.93067+00,2017-09-07 19:10:35.935555+00,114,12
600,32,1,2017-09-07 19:10:35.943275+00,2017-09-07 19:10:35.94761+00,405,0
601,32,4,2017-09-07 19:10:35.9556+00,2017-09-07 19:10:35.959809+00,70,18
602,32,4,2017-09-07 19:10:35.967291+00,2017-09-07 19:10:35.971752+00,288,18
603,32,1,2017-09-07 19:10:35.97924+00,2017-09-07 19:10:35.983789+00,203,6
604,32,2,2017-09-07 19:10:35.991566+00,2017-09-07 19:10:35.996179+00,243,6
605,32,3,2017-09-07 19:10:36.003959+00,2017-09-07 19:10:36.017025+00,31,12
606,32,1,2017-09-07 19:10:36.025359+00,2017-09-07 19:10:36.033794+00,491,6
607,32,1,2017-09-07 19:10:36.041501+00,2017-09-07 19:10:36.045523+00,323,6
608,32,5,2017-09-07 19:10:36.053285+00,2017-09-07 19:10:36.057532+00,190,12
609,32,2,2017-09-07 19:10:36.065256+00,2017-09-07 19:10:36.069373+00,106,12
610,32,2,2017-09-07 19:10:36.077354+00,2017-09-07 19:10:36.081602+00,252,12
611,32,2,2017-09-07 19:10:36.089237+00,2017-09-07 19:10:36.093439+00,20,12
612,32,3,2017-09-07 19:10:36.101024+00,2017-09-07 19:10:36.105529+00,1286,12
613,32,5,2017-09-07 19:10:36.113374+00,2017-09-07 19:10:36.130959+00,178,12
614,32,5,2017-09-07 19:10:36.13904+00,2017-09-07 19:10:36.143318+00,32,18
615,32,4,2017-09-07 19:10:36.151092+00,2017-09-07 19:10:36.155636+00,13,18
616,32,5,2017-09-07 19:10:36.163355+00,2017-09-07 19:10:36.167715+00,235,12
617,32,3,2017-09-07 19:10:36.175646+00,2017-09-07 19:10:36.179763+00,211,12
618,32,4,2017-09-07 19:10:36.187305+00,2017-09-07 19:10:36.191791+00,228,12
619,32,1,2017-09-07 19:10:36.199622+00,2017-09-07 19:10:36.203863+00,12,6
620,32,4,2017-09-07 19:10:36.211335+00,2017-09-07 19:10:36.215638+00,79,18
621,32,5,2017-09-07 19:10:36.227586+00,2017-09-07 19:10:36.248516+00,225,12
622,32,2,2017-09-07 19:10:36.256571+00,2017-09-07 19:10:36.260762+00,513,6
623,32,3,2017-09-07 19:10:36.268257+00,2017-09-07 19:10:36.272645+00,173,6
624,32,3,2017-09-07 19:10:36.280376+00,2017-09-07 19:10:36.284599+00,744,12
625,32,2,2017-09-07 19:10:36.292423+00,2017-09-07 19:10:36.296669+00,52,12
626,32,5,2017-09-07 19:10:36.304359+00,2017-09-07 19:10:36.308512+00,3,12
629,30,4,2017-09-08 16:42:44.002336+00,2017-09-08 16:42:44.002368+00,6,6
630,30,5,2017-09-08 16:42:44.008336+00,2017-09-08 16:42:44.00836+00,7784,12
631,30,3,2017-09-08 16:42:44.012787+00,2017-09-08 16:42:44.01281+00,954,6
632,30,4,2017-09-08 16:42:44.017279+00,2017-09-08 16:42:44.017301+00,794,12
633,30,5,2017-09-08 16:42:44.035753+00,2017-09-08 16:42:44.035777+00,7480,12
634,30,4,2017-09-08 16:42:44.040259+00,2017-09-08 16:42:44.040282+00,7524,12
635,30,4,2017-09-08 16:42:44.048261+00,2017-09-08 16:42:44.048284+00,45,12
636,30,4,2017-09-08 16:42:44.052793+00,2017-09-08 16:42:44.052816+00,113,6
637,30,5,2017-09-08 16:42:44.057283+00,2017-09-08 16:42:44.057304+00,153,12
638,31,3,2017-09-08 18:38:36.149787+00,2017-09-08 18:38:36.149821+00,189,6
639,31,5,2017-09-08 18:38:36.156297+00,2017-09-08 18:38:36.156324+00,45,12
640,31,5,2017-09-08 18:38:36.16054+00,2017-09-08 18:38:36.160564+00,971,12
641,31,3,2017-09-08 18:38:36.164906+00,2017-09-08 18:38:36.164932+00,7518,6
642,31,4,2017-09-08 18:38:36.169331+00,2017-09-08 18:38:36.169355+00,188,6
643,31,4,2017-09-08 18:38:36.173688+00,2017-09-08 18:38:36.173714+00,954,12
644,31,3,2017-09-08 18:38:36.177642+00,2017-09-08 18:38:36.177667+00,7480,6
645,31,5,2017-09-08 18:38:36.181776+00,2017-09-08 18:38:36.1818+00,794,12
646,31,4,2017-09-08 18:38:36.185865+00,2017-09-08 18:38:36.185889+00,7456,6
647,33,5,2017-09-13 01:54:35.425244+00,2017-09-13 01:54:35.425273+00,3,12
648,33,1,2017-09-13 01:54:35.425325+00,2017-09-13 01:54:35.425338+00,203,6
649,33,5,2017-09-13 01:54:35.42539+00,2017-09-13 01:54:35.425403+00,32,18
650,33,3,2017-09-13 01:54:35.425439+00,2017-09-13 01:54:35.425451+00,31,12
651,33,4,2017-09-13 01:54:35.425488+00,2017-09-13 01:54:35.425501+00,288,18
652,33,2,2017-09-13 01:54:35.425537+00,2017-09-13 01:54:35.42555+00,20,12
653,33,4,2017-09-13 01:54:35.425586+00,2017-09-13 01:54:35.425599+00,13,18
654,33,2,2017-09-13 01:54:35.425635+00,2017-09-13 01:54:35.42566+00,252,12
655,33,2,2017-09-13 01:54:35.425707+00,2017-09-13 01:54:35.42572+00,243,6
656,33,4,2017-09-13 01:54:35.425755+00,2017-09-13 01:54:35.425768+00,114,12
657,33,3,2017-09-13 01:54:35.425804+00,2017-09-13 01:54:35.425817+00,211,12
658,33,1,2017-09-13 01:54:35.425852+00,2017-09-13 01:54:35.425865+00,12,6
659,33,5,2017-09-13 01:54:35.4259+00,2017-09-13 01:54:35.425913+00,178,12
660,33,1,2017-09-13 01:54:35.425949+00,2017-09-13 01:54:35.425961+00,323,6
661,33,4,2017-09-13 01:54:35.425997+00,2017-09-13 01:54:35.42601+00,70,18
662,33,4,2017-09-13 01:54:35.426045+00,2017-09-13 01:54:35.426058+00,228,12
663,33,5,2017-09-13 01:54:35.426093+00,2017-09-13 01:54:35.426106+00,225,12
664,33,1,2017-09-13 01:54:35.426141+00,2017-09-13 01:54:35.426154+00,491,6
665,33,2,2017-09-13 01:54:35.42619+00,2017-09-13 01:54:35.426203+00,106,12
666,33,4,2017-09-13 01:54:35.426238+00,2017-09-13 01:54:35.426251+00,79,18
667,33,1,2017-09-13 01:54:35.426287+00,2017-09-13 01:54:35.426299+00,405,0
668,33,3,2017-09-13 01:54:35.426346+00,2017-09-13 01:54:35.426358+00,173,6
669,33,3,2017-09-13 01:54:35.426393+00,2017-09-13 01:54:35.426405+00,1286,12
670,33,3,2017-09-13 01:54:35.426452+00,2017-09-13 01:54:35.426465+00,744,12
671,33,5,2017-09-13 01:54:35.426501+00,2017-09-13 01:54:35.426513+00,235,12
672,33,5,2017-09-13 01:54:35.426549+00,2017-09-13 01:54:35.426562+00,190,12
673,33,2,2017-09-13 01:54:35.426597+00,2017-09-13 01:54:35.426609+00,52,12
674,33,2,2017-09-13 01:54:35.426645+00,2017-09-13 01:54:35.426657+00,513,6
675,34,5,2017-09-19 22:03:35.47388+00,2017-09-19 22:03:35.47391+00,3,12
676,34,5,2017-09-19 22:03:35.479517+00,2017-09-19 22:03:35.479539+00,32,12
677,35,5,2017-09-19 22:29:31.383513+00,2017-09-19 22:29:31.383545+00,7377,12
680,34,5,2017-09-23 22:01:55.338634+00,2017-09-23 22:01:55.338666+00,7537,12
681,34,5,2017-09-23 22:01:55.347954+00,2017-09-23 22:01:55.347979+00,7825,6
682,34,4,2017-09-23 22:01:55.352445+00,2017-09-23 22:01:55.352468+00,7384,12
683,34,4,2017-09-23 22:01:55.357465+00,2017-09-23 22:01:55.357488+00,3184,12
684,34,4,2017-09-23 22:01:55.361729+00,2017-09-23 22:01:55.361756+00,211,6
685,34,5,2017-09-23 22:01:55.367183+00,2017-09-23 22:01:55.367207+00,7379,12
686,34,3,2017-09-23 22:01:55.371509+00,2017-09-23 22:01:55.371533+00,7378,12
687,34,3,2017-09-23 22:01:55.375692+00,2017-09-23 22:01:55.375715+00,7443,12
688,34,2,2017-09-23 22:01:55.380213+00,2017-09-23 22:01:55.380236+00,156,6
689,34,4,2017-09-23 22:01:55.384548+00,2017-09-23 22:01:55.38457+00,7423,12
690,34,3,2017-09-23 22:01:55.388988+00,2017-09-23 22:01:55.389011+00,7419,6
691,34,3,2017-09-23 22:01:55.393223+00,2017-09-23 22:01:55.393246+00,7420,12
692,34,5,2017-09-23 22:01:55.397367+00,2017-09-23 22:01:55.39739+00,858,12
693,34,5,2017-09-23 22:01:55.401594+00,2017-09-23 22:01:55.401619+00,7428,12
694,34,3,2017-09-23 22:01:55.405611+00,2017-09-23 22:01:55.405634+00,402,6
695,34,4,2017-09-23 22:01:55.409608+00,2017-09-23 22:01:55.409631+00,7525,12
696,34,4,2017-09-23 22:01:55.413607+00,2017-09-23 22:01:55.413631+00,304,12
697,34,3,2017-09-23 22:01:55.417465+00,2017-09-23 22:01:55.417488+00,127,12
698,34,5,2017-09-23 22:01:55.435781+00,2017-09-23 22:01:55.435829+00,7,12
699,34,5,2017-09-23 22:01:55.440339+00,2017-09-23 22:01:55.440362+00,7536,12
700,34,2,2017-09-23 22:01:55.444747+00,2017-09-23 22:01:55.44477+00,57,6
701,35,3,2017-09-23 22:40:34.079803+00,2017-09-23 22:40:34.07985+00,140,6
702,35,5,2017-09-23 22:40:34.085945+00,2017-09-23 22:40:34.085967+00,7529,12
703,35,2,2017-09-23 22:40:34.090349+00,2017-09-23 22:40:34.090371+00,172,6
704,35,3,2017-09-23 22:40:34.094618+00,2017-09-23 22:40:34.094652+00,93,6
705,35,2,2017-09-23 22:40:34.103516+00,2017-09-23 22:40:34.10355+00,284,6
706,35,3,2017-09-23 22:40:34.10837+00,2017-09-23 22:40:34.108396+00,532,6
